Datetime,ID,Username,Text,Tranlsated_Tweets,Location
2022-11-19 14:26:43+00:00,1593974051772723200,yushairieyusoff,"Siapa suka kerja gaji rendah, harga barang naik kaw kaw, kleptokrasi dan level rasuah tinggi DEMI PERTAHANKAN AGAMA ISLAM DAN BANGSA MELAYU, mska mereka (orang kampung/perantau kampung di Bandar) telah mengundi Lebah atau Ikan. InsyaAllah RM5 = USD$1. #PRU15KitaJagaKita","Who likes low salary work, prices of goods, kleptocracy and high corruption levels in order to defend Islam and the Malays, their (villagers/village villages) have voted bee or fish. InshaAllah RM5 = USD $ 1. #PRU15Kitajagakita","Kajang, Selangor"
2022-11-18 03:11:24+00:00,1593441716131876864,TonyLWL1981,"Read this comment, and sign the petition. Demi meneruskan kehidupan selepas tiada pendapatan semasa pandemik dan kenaikan harga barang, pengeluaran KWSP saya adalah harapan terakhir aku supaya tidak menjadi mangsa peminjam wang. Terima... https://t.co/VB4yRd5WkA via @ChangeOrg_MY","Read this comment, and sign the petition. In order to continue living after lack of pandemic income and rising prices of goods, my EPF production is my last hope not to be a victim of money borrowers. Accept ... https://t.co/vb4yrd5wka via @changeorg_my",Kuala Lumpur Federal Territory
2022-11-14 23:07:25+00:00,1592293151582351360,SofiuddinHafiz,"Satu je la. Andaikata PH dpt mandat enn. Pastu inflasi dunia makin teruk, harga barang makin naik. Kau nk jawab apa matt nnti. Dalil apa kau nk bagi?","One je la. I think the pH can be mandated. Of course the world's inflation is getting worse, the price of goods is rising. You answer what Matt nnti is. What are you doing?","Kuantan, Pahang"
2022-11-14 18:35:28+00:00,1592224712129929217,nrizzahrazak,"Dia camni kalau PH harga barang naik : dia kata salah PH 

Kalau time PN BN : dia cakap inflasi","He is camni if ​​the pH price goes up: he says wrong pH

If Time Pn BN: He says inflation",
2022-11-14 09:44:28+00:00,1592091082036482048,luq_hakim666,"@The_Mamu Itu harga sebelum orang naik gaji, pas tu harga bagi orang gaji 1500 alah kau ni. Kau politik xda kena mengena dgn harga barang, bukan kau politik cop duit, kawal intres rate. Bank yg kawal benda ni kau bole buat menefesto je. Xpayh buruk2 kan orang baik tunjuk apa solusi","@The_mamu is the price before people rise, when the price for your 1500 payroll. You politics have to do with the price of goods, you are not politics to copy money, control the intrest rate. The bank that controls this thing you can do. Xpayh bad people are good people show what solution",
2022-11-12 08:22:18+00:00,1591345630445993986,Amisaha8,"KDNK naik, tapi kos sara hidup makin tinggi. Harga barang semua naik, makanan ruji pun mencanak tinggi. Siapa yg benefit from all this kdnk naik? Serious tak  faham.","GDP goes up, but the cost of living is higher. The price of the goods goes up, the staple food is high. Who benefits from all this GDP goes up? Serious doesn't understand.",Kuala Lumpur
2022-11-12 08:08:56+00:00,1591342264848371713,riskafh,"Harus ke jogja gak sih? Harga barang naik, UMR gitu2 aja. Ya gak @BuruhYogyakarta 😅","Should I go to Jogja? The price of goods goes up, just like that. Yes no @bururyogyakarta 😅","Yogyakarta, Indonesia"
2022-11-10 07:16:36+00:00,1590604318872600578,syahredzanTEAM,"Semasa mengedarkan risalah di Pangsapuri Prima Cempaka, @syahredzan banyak berjumpa dengan golongan ibu dan suri rumah. Mereka ini yang menguruskan perbelanjaan di rumah rata-rata mengatakan bahawa masalah harga barang naik adalah isu utama  bagi mereka. https://t.co/5XGYSGbU6Q","While distributing brochures at the Prima Cempaka apartment, @syahredzan met many mothers and housewives. These people who manage home expenses average say that the price of goods rising is a major issue for them. https://t.co/5xgysgbu6q","Kajang, Selangor"
2022-11-09 18:02:58+00:00,1590404597390397440,AbangAirul,@_amiraaisya Menceceh ape tue ?? RM1500 pn majikan liat nak bayar ini pulak RM2700 ?? Abistu gaji naik harga  barang x naik ker ? Janji menceceh macam nenek marahkan cucu sume owg bole Bai ..dah ade kuasa Kalu lahhhhh kencingggg ! X realistik ! Menceceh demi nak undi jer 😂,@_amiraaisya hooked ape tue ?? RM1500 pn employer to pay this RM2700 ?? Abistu salary rising prices of goods x goes up? The promise of a grandma is angry with grandchildren sume owg bole bai .. not the power of lahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh X realistic! Damn it for the sake of voting 😂,"Gombak, Selangor"
2022-11-09 01:48:54+00:00,1590159462043906048,keywai_,@iHX_Kimilol Huhu harga barang malaysia naik jugak. Seiring dengan inflasi,@ihx_kimilol huhu prices of Malaysian goods go up. In line with inflation,Singapore
2022-11-08 13:34:21+00:00,1589974608291442688,MykiRedd,Haaaa takyah ambik. Pastu harga barang naik apa pun takleh borak. Acaner tu? Kalau ahli politik ni buat &amp; luluskan boleh keluar duit tu. Nak tak nak kena keluarkan. Kalau tak perit.,Haaaa takyah. Of course the price of goods goes up. Acaner tu? If this politician does & amp; Approve you can spend that money. I don't want to get out. If you don't.,Firdaus.
2022-11-08 07:49:44+00:00,1589887881270943744,Zaki_Yamani_,"@SBTAng_ @KlutzyKucing Lepas keluarkan kwsp, harga barang naik lagi… sebab Kerajaan Bodoh Nasional tak kawal.

Kaya sehari miskin 5 tahun.","@Sbtang_ @klutzykucing after removing the EPF, the price of goods goes up again ... because the national government is not in control.

Rich daily 5 years.",
2022-11-08 00:41:29+00:00,1589780111053967360,faraanadiyot,Dari suruh keluarkan KWSP baik abah fikir mcm mana nak turunkan harga barang mentah barang dapur barang keperluan. naik kaw kaw tue unlesss abah tak turun pegi pasar or supermarket hari2 😌,"From telling you to remove the EPF well, think about how to lower the price of raw goods kitchen items. go up to the kaw tue unless the harness does not go down the market or supermarket day2 😌",kotarayaku
2022-11-07 11:14:13+00:00,1589576954499731456,kamilmunim,"Kenaikan mendadak ini adalah akibat daripada kenaikan harga barang makanan dan lain-lain kos ternakan.

Kesengsaraan para penternak ini akan mencapai pengakhiran jika wujud sifat kebertanggungjawaban daripada pihak kerajaan bagi memastikan kebajikan para penternak ini dijaga.","This sudden increase is due to rising prices of food and other livestock costs.

The misery of these breeders will achieve the end of the government's accountability to ensure the welfare of these breeders.",Padang Rengas
2022-11-07 11:14:12+00:00,1589576951353995266,kamilmunim,"Kenaikan harga barang juga memberi impak yang besar kepada penternak-penternak ini. Kalau dulu, seekor kambing boleh didapati dengan harga RM 800. 

Dalam masa setahun sahaja kos barangan telah meningkat dan kini, seekor kambing boleh mencecah RM 1200 ke RM 1500.","The increase in prices of goods also has a huge impact on these breeders. In the past, a goat was available for RM 800.

Within one year the cost of goods has increased and now, a goat can reach RM 1200 to RM 1500.",Padang Rengas
2022-11-07 01:20:17+00:00,1589427484835328001,seketulrozita,"Sebab aku pembeli tegar. Tp jangan lah pulak gaji dah naik, harga barang pun naik. Sama jugek","Because I'm a hardcore buyer. But don't pay the salary up, the price of the goods goes up. Same jugek",
2022-11-06 06:10:46+00:00,1589138199691268096,fatimashahrul,@FlyingAceKombi @DanBGunners @khairizulfadhli Harga barang naik ada kaitan gn najib? Apa kau ni,@Flyingacekombi @danbgunners @khairizulfadhli prices of goods rise to Najib's GN? What are you,"Johor Bahru, Johor"
2022-11-06 03:24:17+00:00,1589096302297894915,rajabahrinshah,"Banyak rintihan yang sebenarnya dihadapi oleh rakyat dalam diam.

Harga barang naik, harga kos servis naik, apatah lagi bahan asas makanan seperti telur juga kini naik dan susah didapati! https://t.co/sdf2ev89KG","Many of the complaints are actually faced by the people in silence.

The price of goods goes up, the cost of service costs goes up, not to mention the basic ingredients of food such as eggs are also rising and difficult to find! https://t.co/sdf2ev89kg","Kuala Terengganu, Terengganu"
2022-11-05 04:22:05+00:00,1588748463986335745,an_tapot,"Minyak Tanah sama seperti BADAK BERCULA 1 (satu) alias LIMITED EDITION, semua beban di pundak rakyat HARGA NAIK Rakyat di bebani, Barang Kebutuhan langka rakyat juga harus SUSAH. 
KEADILAN oh KEADILAN","Oil is the same as rhinoceros 1 (one) alias limited edition, all the burden on the people's shoulders rise to the people in the people, the rare frame of people should also be difficult.
Justice Oh Justice","Maluku, Indonesia"
2022-11-04 06:33:24+00:00,1588419118977658881,shafwanshukor,"Bila aku jumpa mak cik/pak cik atau budak moto kata yang najib bagi banyak jugak, aku jujur je dengan diaorg. Najib potong banyak gila subsidi lepas tu cover dengan BRIM yang sekali bayar. Lepas tu yilek. Harga barang terus naik. Nasib la PH naik hari tu, buat balik subsidi.","When I met my aunt/uncle or a motorcycle boy said that Najib had a lot of money, I was honest with diaorg. Najib cut a lot of crazy subsidies after covering with a one -time brim. Then Yilek. The price of goods continues to rise. La PH's fate went up that day, back in subsidies.",malaysia
2022-11-03 09:27:30+00:00,1588100547772837890,Thiban_ben,"OPR naik lagi…
Harga Barang naik lagi…
Gaji juga tak naik 🥺🥺🥺

Tolak Barang Naik = Tolak Barisan Nasioanal!!! https://t.co/MMkisFcjV2","OPR goes up again ...
The price of goods goes up again ...
Salary also does not rise 🥺🥺🥺

Reject items up = Push the Nasioanal Front !!! https://t.co/mmkisfcjv2",Bestari Jaya (Batang Berjuntai
2022-11-03 08:54:52+00:00,1588092335463596032,MrLucond,Selain harga barang dapur. Harga taska anok2 kerajaan kena amik perhatian jugop mende main tiap tiap tahun naik. Gaji naik 100yal yuran anok naik 150. Pencen jugop kalu gini wahai kera jaan,In addition to kitchen prices. The price of the government is worth the attention of the jugop to play every year. Salary rose 100yal fee rose 150. pension jugop to this monkey,"Kemaman, Terengganu"
2022-11-03 05:26:29+00:00,1588039892550168576,RmdhnJava,@SangkulRimbas @Bro_Jamal7 @akmalnasir Harga barang naik bukan sebab BN atau PH. Kalau PH menang pun harga tak turun juga. Better guna strategi lain.,@Sangkulrimbas @bro_jamal7 @akmalnasir prices rise not because of BN or PH. If PH wins the price will not go down. Better using other strategies.,Pasir Gudang
2022-11-02 15:30:32+00:00,1587829519079333888,Le_D3ll,"Group blok aku ada yg meratip harga barang naik, tapi sudahnya bila berita pasal bendera biru pekat tu, cepat dia share siap ajak pergi berkumpul. Haih. Susah nak sedarkan orang mcm ni dah.","Group block I have the price of the goods up, but when the news about the blue flag is concentrated, he quickly shares it ready to go together. Hi. It's hard to realize that people are here.","Putrajaya, Wilayah Persekutuan"
2022-11-02 14:22:25+00:00,1587812379047628802,Angkut_,@isusemasaviral Ini Malaysia.... Naik je bahan mntah naik makanan...turun barang mentah.. semua buta..pekak...aaa naik sekali lagi naik harga baru plk dri yg dah naik sebelum ni... The Malaysian way,@isusemasaviral this malaysia .... go up the ingredients to raise food ... get down raw items .. all blind ... aaa ... aaa go up again up the new price of the past ... the Malaysian way,langit nan biru.
2022-11-02 02:49:14+00:00,1587637931405348864,putuprdnya,@ladizillaa Harga rata2 barang di sulawesi memang hampir 2x nya jawa. Naik seribu kayaknya ga berasa deh di sini wkwk,@Ladizillaa The average price of the goods in Sulawesi is almost 2x Java. Ride a thousand kayaks GA feels here wkwk,"Bandung, Jawa Barat"
2022-11-02 00:22:07+00:00,1587600907142893571,nazatol,"APA ITU INFLASI?

Kenaikan harga barang dan servis dalam ekonomi kita. Kalau dulu kita beli nasi lemak 60 sen sebungkus. Sekarang dah jadi RM1.80 sebungkus. 

Keburukannya ialah nilai matawang kita semakin kecil.","What is inflation?

The increase in prices of goods and services in our economy. If we used to buy 60 cents fat rice. It's been RM1.80 now.

The disadvantage is that our currency value is smaller.",Kuala Lumpur Federal Territory
2022-11-01 14:34:04+00:00,1587452920001593346,Aizat_azam,@apanakdikato @n_izzah Melayu jgn tak cerdik la. Bg duit terus naj undi. Nnt barang naik harga jgn bising2,@Aapanakdikato @n_izzah melayu don't be clever. Bg money continues to vote. Nnt goods rise in noisy,"Sepang, Selangor"
2022-11-01 10:39:17+00:00,1587393834555621376,g24GolkarMaluku,"“KITA BISA APA!” ATAU “APA YANG KITA BISA?”

Jadi ini kenapa kalau BBM naik, harga barang ikut naik. Semoga kita bisa melaluinya bersama-sama ya.Coba nonton video ini aja ya.
#bbmnaik #bbm #subsiditepat #golkar24
#g24 #jusufkalla #golkar #indonesia #golkarmaluku #maluku https://t.co/K0kZVo1PBy","""What can we do!"" Or ""What do we can?""

So this is why if BBM goes up, the price of goods goes up. Hope we can go through it together. Watch this video.
#bbmnaik #bbm #subsiditepat #golk24
#g24 #jusufkalla #golkar #indonesia #gozarmaluku #maluku https://t.co/k0kzvo1pby",
2022-11-01 07:38:19+00:00,1587348292316565504,luq_hakim666,@suarakeadilan99 Gaji naik harga barang naik bukan solusi yg baik. Sistem pencukain yg betul dan subsidi yg bersasar itu yg baik.,@suarake justice99 The price of the price of goods is not a good solution. The right grinning system and a good subsidy are good.,
2022-11-01 00:41:41+00:00,1587243445512331264,BobGandum,"Harga barang naik tak penting sekarang..
Jawatan lagi penting dorg cakap 🥲
#BarangNaik https://t.co/D5EWH5zBpm","The price of goods is not important now ..
More important posts dorg say 🥲
#Barangnaik https://t.co/d5ewh5zbpm","Selangor, Malaysia"
2022-10-30 21:45:01+00:00,1586836595692703744,96mdpl,"12 ewu, UMR Surabaya
Sleman wes  16 ewu,
nek sing sambat, UMR naik, harga barang, komuditi barang dan makanan bakal naik, oleh  idoni wae kui sing gi merintis bakulan.rego barang.  Maruk e koyo sing gawe aturan 🙃
kerep reti penguasa muda mobile furtuner gaji karyawan ra umr 🤣","12 Ewu, Umr Surabaya
Sleman Wes 16 Ewu,
Nek Sing Sambat, Umr goes up, prices of goods, commodities and food will go up, by Idoni Wae Kui Sing gi pioneering bakulan. Maruk e Koyo Sing Gawe Rules 🙃
Reti Reti Young Chief Mobile Furtuner Salary Employees Ra Umr 🤣","Sleman, Indonesia"
2022-10-30 06:50:32+00:00,1586611494619205632,Fitri_Nizam,PRU15 dulu baru awak. Harga barang naik mcm gila ke apa tolak tepi dulu janji PRU15 diutamakan #BarangNaik https://t.co/qwLl7BprfX,GE15 is yours. The price of the goods goes up mcm to the point of the first Promise of the GE15 priority #barangnaik https://t.co/qwll7bprfx,Malaysia
2022-10-29 10:46:54+00:00,1586308587504414720,mshafizal_s,@ZahidaZK Malaysia sakit sbb rasuah. Dengan kerajaan skrang menghalalkan rasuah.semua menteri2 gila bangang. Pendidikan anak2 Malaysia dah terkebelakang.peluang kerja susah. Harga barang naik melambung.Doakan rakyat Malaysia buat pilihan betoi di PRU nanti,@Zahidazk malaysia is sick as a corruption. With the Skrang government legalizing corruption. All ministers are crazy. The education of Malaysian children is back. The price of goods goes up.,"Selangor, Malaysia"
2022-10-25 22:01:04+00:00,1585028697433993217,GhazaliResab,PH rosakkan sistem percukaian negara hanya untuk menang PRU14 kempen anti GST konon harga barang naik ganti SST sekarang harga barang naik lebih teruK Tolak PH yg menjahanam kan negara,PH Damn the country's taxation system just to win the GE14 Anti -GST campaign supposedly the price of goods rising SST now prices of goods go up worse PH,
2022-10-25 16:20:40+00:00,1584943031798878209,nikuvekuniaki,"Saya bangga memiliki kerakyatan Malaysia. Ringgit Malaysia semakin menjunam. 1 USD = RM4.74 sen, penyelarasan 5G mengambil masa 10 tahun untuk kuasai seluruh Malaysia. Gaji naik paras minima, dalam masa sama, harga barang turut naik. Kesimpulan, sama sahaja. Apa kebanggaan kita? https://t.co/3cAFxZLNh1","I am proud to have Malaysian citizenship. Malaysian ringgit is plummeting. 1 USD = RM4.74 cents, 5G Coordination takes 10 years for the whole of Malaysia. The salary goes up at a minimum, at the same time, the price of goods goes up. Conclusion, the same. What's our pride? https://t.co/3cafxzlnh1",Kuala Lumpur City
2022-10-25 11:06:27+00:00,1584863957176942592,Mohdfaiz13,@lady_bugg11 GST dah 4 tahun mansuh pun barang naik harga juga 😝,@lady_bugg11 GST has been 4 years old as well as the price goes up too 😝,"Shah Alam, Selangor"
2022-10-24 12:00:23+00:00,1584515143417081856,painadoll,"harga barang serba serbi naik tiap2 tahun,tapi rate gaji dok takat tu je.tak ke bangang.","The price of the whole goods goes up every year, but the rate of pay is the dock.",Somewhere anywhere
2022-10-24 00:03:56+00:00,1584334840027295745,ZainalAzmanNS,"Kedua2 cadangan ini adalah cadangan populis. Tidak strategik serta memberi impak kepada rakyat. Kita jangan terperdaya dengan cadangan populis. Calun perlu kemukakan cadangan strategik. Contohnya bagaimana nak kawal kenaikan harga barang. Kawal kejatuhan nilai Ringgit, etc.","Both of these suggestions are populist proposals. Not strategic and impact on the people. Let's not be fooled by the populist suggestions. Callers need to present strategic suggestions. For example, how to control the price increase. Control the fall of the ringgit, etc.",Malaysia
2022-10-22 06:17:49+00:00,1583704157898543104,haiqal_ashraff,@Naufalvsthewrld @Saiwar88 @jaz_jedi Boleh tau harga barang apa yg naik ? Maksud saya naik yg ketara,@Naufalvsthewrld @saiwar88 @jaz_jedi can you know what price is up? I mean noticeable,"ipoh,perak"
2022-10-21 05:10:09+00:00,1583324738394656770,izzatarsat,@ahmadmaslan Lawak juga la...umno pegang barang naik mendadak...ko tgk sabah sarawak macam xde kawalan harga makanan dekat sini...xperlu tgk janji org....tgk keseluruhan macam mana nak bagi selesai masalah rakyat gampang,@ahmadmaslan jokes too ... umno holds things up suddenly ... ko tgk sabah sarawak like xde food price control near here ... xperlu tgk promises .... not whole how to solve the problem of the people,somewhere
2022-10-20 14:58:57+00:00,1583110530675326976,sufyanmoyo,Mcm bodo beli barang rm10 pastu mark up jual rm30-50..diri sendiri buat boleh tapi time harga barang pasaran naik tahu pula bising2..,Mcm stupid buy rm10 paste mark up sell rm30-50..the own for can but time the price of the market is rising to know the noise ..,
2022-10-20 01:30:48+00:00,1582907152020086785,emmnh_,@prjmldn Hahahaha ye wehh. Barang dapur semua naik harga tu tak larat tu. Aku spend masa dengan anak petang lepas diorang balik rumah pengasuh. Aku start prep barang dalam pukul 9. Masa tu aku dah setel suap anak makan dgn main dgn dia. The rest bapaknya pulak handle,@prjmldn hahahaha ye wehh. All kitchen items are rising in the price. I spent time with the child after I returned to the nanny's house. I started preparing goods at 9 o'clock. The rest of his dad's handle,Malaysia
2022-10-19 10:50:23+00:00,1582685585071755264,IsmanTengku,"Tekanan tertinggi datang dari harga energi yang naik hingga 40,7% yoy, diikuti oleh makanan, alkohol, dan tembakau sebesar 11,8% yoy; jasa 4,3% yoy, dan barang industri non energi sebesar 11,8% yoy. https://t.co/LknR0dEjmy","The highest pressure comes from energy prices rising to 40.7% yoy, followed by food, alcohol, and tobacco by 11.8% yoy; 4.3% yoy service, and non -energy industrial goods of 11.8% yoy. https://t.co/lknr0dejmy",Jakarta
2022-10-18 09:25:09+00:00,1582301748164972545,dblega1n,"Dalam dunia ni 2 benda je naik dalam senyap
1. Harga barang
2. Benda tu","In this world 2 things go up in silence
1. The price of goods
2. That thing",Malaysia
2022-10-18 05:50:41+00:00,1582247778088288257,GhazaliResab,Kemiskinan sebab kenaikan harga barang dan komoditi terlalu cepat manakala pendapatan isi rumah kuasa beli isi rumah dan pendapatan rakyat masih rendah atau tak naik langsung,Poverty due to rising prices of goods and commodities is too fast while household income buying households and people's income is still low or not governing,
2022-10-18 05:06:38+00:00,1582236690592436224,faizah86,"Barang berasaskan tepung gandum, pelan-pelan naik. 
Memula yang viral roti gardenia.
Tapi brand lain pun naik juga, cuma takde orang nak cover story.
Roti takde jenama pun naik harga.","Wheat flour-based items, plans to go up.
Start a viral gardenia bread.
But the other brand goes up too, but no one wants to cover the story.
Brands don't even rise in the price.","Selangor, Malaysia"
2022-10-18 00:10:58+00:00,1582162285573070850,itsnafizmydude,Jaranglah kalau harga barang naik tiba2 ada siren bunyi,Rarely if the price of goods goes up there is a sound siren,"Sumeru, Teyvat"
2022-10-17 01:08:34+00:00,1581814390369619969,Ziyesh,"After 13 years since day one aku masuk rumah sewa, dia naikkan RM150 from RM500. Its okay, paham jugak tu now harga barang pun naik sana sini. Owner pun baik.","After 13 years since the day one I entered the rental house, he raised RM150 from RM500. Its okay, understand that the price of the goods is rising here and there. The owner is good.","Subang Jaya, Malaysia"
2022-10-16 04:47:10+00:00,1581507017919041537,OkinaFitto,"@Injang_Nation Hahaha... diorang kata naik pembangunan satgi barang apa semua naik harga 🤣 jenuhhhh nk ckp.. bukan nk suh naik pencakar langit pun, tapi tu lah... mentaliti...","@Injang_nation hahaha ... it is said to be up to the development of all the price of all the prices 🤣 silly nk ckp .. not even the skyscrapers, but that's ... mentality ...","Perak, Malaysia"
2022-10-13 10:03:20+00:00,1580499417563811843,Mohdfaiz13,@armanamin330 @TeshKumarSangar Kalau macam tu harga barang naik kenalah usaha sendiri,@armanamin330 @teshkumarsangar if that is how the price of goods goes up and your own business,"Shah Alam, Selangor"
2022-10-12 11:58:25+00:00,1580165991572525057,Purwant20706184,"@FitriYliana Harga barang pada naik,kok tetek tante malah turun😀","@Fitriyliana The price of goods on the rise, kok tits tante even down😀","Sukoharjo, Indonesia"
2022-10-10 06:10:15+00:00,1579353600123629569,mraafiz,"“Kerajaan tebuk atap”
“Kerajaan tak tolong orang. Harga barang naik!”
“Kerajaan gagal! RM makin jatuh”

Sekali bile nak bubar sume puji pm dan kerajaan. Semua menggelupur. 🤣

Korang dah kenape?","""The government of the roof""
“The government doesn't help people. The price of goods goes up! ”
“The government failed! RM is falling out ”

Once upon a time to dissolve the praise of the PM and the government. Everyone is shaking. 🤣

Are you kidding me?",Kuala Lumpur City
2022-10-09 11:30:05+00:00,1579071698732994560,kumuhaimin11,Bila dah ramai customer and tak cukup tgn. Tolong lah naik kan harga supaya kau boleh deliver utk org yg betul betul boleh bayar barang premium kau sahaja.,When you have a lot of customers and not enough. Please go up the price so you can deliver it for the right person to pay for your premium goods only.,Hidden Village of Rain
2022-10-06 13:35:20+00:00,1578016054139551750,pelajaresah,"seharusnya semakin harga barang naik maka jadi sepi peminat/pembeli. Lhoo kok harga bensin naik malah makin rame antrian panjang. aneh gk sih, kan itu pertanda konsumsi pembelian bensin semakin naik adanya lonjakan antrian setiap harinya terus mengisi bensin","The price of the goods should be rising so the fans/buyers are quiet. Lhoo kok prices rise even more and more long. Strangely GK, it is the sign of the Bensin purchase consuming as it has increased with antrian spike every day and continues to fill the binsin",pluviophile
2022-10-06 01:41:40+00:00,1577836453744152576,afqazt,Gaji harga sama. Barang harga naik. Terpaksa buat side income.,Price salary is the same. Prices go up. Had to make a side income.,SAC
2022-10-05 05:34:34+00:00,1577532680992067585,notalep,"Sekarang gaji minimum takat tu je, tapi harga barang makin naik juga","Now the minimum wage is the point, but the price of goods is rising as well","Kuala Selangor, Selangor"
2022-10-05 01:19:15+00:00,1577468426892677120,AzmamDatu,"Ya kami sebagai penjawat awam kumpulan pelaksana/sokongan memohon semakan gaji gred 1-19 kerana tugasan yg membebankan dan terjejas akibat kenaikan harga barang serta ramai lagi tidak memiliki rumah sendiri, kami akan ubah kerajaan sekarang ini kpd kerajaan baru tunggu pru15","Yes we as civil servants of the implementing/support group apply for a 1-19 grade pay review because of the burdensome and affected tasks as a result of rising prices and many others do not have their own home, we will change the government now to the new government waiting for GE15",Singapore
2022-10-04 14:31:31+00:00,1577305417419755521,emmnh_,"Memang agak terkesan sebenarnya dengan kenaikan harga barang. Expenses duit dapur memang lari habis even banyak benda cuba jimat. Entahlah nak, tak tau mampu survive ke tak. 🥲","It is a bit impressed by the increase in prices of goods. Expenses of kitchen money are running out of things and many things are trying to save. I don't know, I can't survive. 🥲",Malaysia
2022-10-01 04:11:30+00:00,1576062221586956288,KakchikAshaKC,"Bising rakyat suka berhutang. Masalahnya kos sara hidup meningkat pakcik oi.

Harga barang semua makin naik.

Gaji pulak macam siput khinzir. Lambetttt lagi.","The noise of the people is in debt. The problem is that the cost of living is increasing.

The prices of goods are rising.

The salary is like a pork snail. Lambetttt again.",Malaysia
2022-09-30 03:05:16+00:00,1575683167721521152,NikShariff92,Harga barang kalau naik 50sen or singgit takpe la lg. ni mostly barang2 yg selalu beli naik 3 hingga 5 ringgit terkesan lah jgk🫠,The price of goods goes up 50sen or a lingerie. This is mostly the items that always buy 3 to 5 dollars are impressed,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
2022-09-29 14:56:19+00:00,1575499722462089218,MiaHakucho,"Barang asas yang selalu beli untuk bantuan dah bukan barang asas dah, mcm barang mewah. Sardin je dah RM7/+ setin. Minyak of course naik harga, what else? susu takyah cakapla. Rasa mcm aku perlukan bantuan je sekarang.","The basic items that always buy for help are not basic things, mcm luxury goods. Sardin is rm7/+ setin. Oil of course goes up price, what else? Milk takyah talk. I feel like I need help now.",Malaysia
2022-09-29 09:31:42+00:00,1575418029445615616,wearing3plemask,"Air laici sekarang dah Rm 5. Redha je la. Allah yang menentukan harga barang. 

Serius, ni hadis sahih bukan menganjing tau. TAPI.........

Sila baca huraian, maksud, sebab hadis tu. Huraian jelas dari Mufti Perlis. 

Harga barang naik ni zaman nabi pun ada.","Laici water is now RM 5. Redha je la. God determines the price of goods.

Seriously, this authentic hadith does not know. But .........

Please read the description, meaning, because of that hadith. The explanation is clear from the Perlis Mufti.

The price of the goods went up in the time of the prophet.",
2022-09-28 13:09:10+00:00,1575110366589173760,amer__aljeffrey,Mesti Melayu yang menyalak mahal tu. Pelik lah orang kita. Nak makan sedap tapi nak murah. Bodo.tau tak harga barang mentah skrg dah naik?,It must be the Malay barking. It's weird that our people. Want to eat tasty but cheap. Bodo.When the price of raw goods is now rising?,"Kerteh, Terengganu"
2022-09-28 04:31:17+00:00,1574980036347584513,jimmypuah,Surat Ketua Pembangkang @anwaribrahim kepada PM @IsmailSabri60 untuk usul bahas isu ekonomi negara. Memang penting dgn harga barang naik dan Ringgit merosot. Kalau Ismail x rela bagi laluan kpd DSAI. 😉 https://t.co/ocvW2q3cvC,Opposition Leader @anwaribrahim's letter to PM @IsmailSabri60 for the National Economic Issues. It is important that the price of goods goes up and the ringgit declines. If Ismail x is willing for the route to DSAI. 😉 https://t.co/ocvw2q3cvc,Johor Bahru
2022-09-27 10:08:39+00:00,1574702549688406016,FadzlynH,"OPR meningkat lagi! Harga minyak masak sebotol dah melebihi rm30 bagi 5kg.. barang asas dah mula naik. 

Redha serah nyawa??","OPR has increased again! The price of a bottle of cooking oil is over RM30 for 5kg .. The basic items are starting to go up.

Happy to give up your life ??","Seremban, Negeri Sembilan"
2022-09-27 09:34:05+00:00,1574693853872869377,iambenfirdaus,"@DopeZzz Hahahaha pnc la. Tpi sincr project ni took too long so frankly speaki g kite ada rugi gak kat situ. Dengan cuti raya la, covid la, harga barang naik tetibe lah. Mcm mxm","@Dopezzz hahahaha pnc la. Tpi sinb project ni took too long so frankly speaki g see no loss there. With the holidays, covid la, the price of goods is up. Mcm mxm",
2022-09-26 04:10:50+00:00,1574250117200125953,Nik_Natasya,"@BuletinTV3 Habis tu yg gaji swasta lg rendah ni, kena keje 6 hari plak tu... benefit apa pun xde...hujung bulan plak asyik negatif je gaji, saving pun xde...sewa rmh naik, harga barang semua naik...mcm mana plak?","@Bulletintv3 is out of the low private salary, it has to be 6 days of plaque ... any benefit xde ... the end of the plaque is a negative payday, saving xde ... rent rent, the price of the goods is rising. ..mcm where is the plaque?","Ampang, Wilayah Persekutuan Ku"
2022-09-23 03:07:56+00:00,1573147122056437761,paedrazip,X habis2 ajak beli rumah. Tahu x purata gaji semua org dh boleh jd B40! Naik la mcm mne pon tetap akan jd B40 if xboleh nk kawal harga barang dan lain2.,X is done buying a house. Know x average salary everyone can be b40! Go up to the pounds will still be b40 if you can control the price of the goods and more.,johor bahru malaysia
2022-09-21 23:03:41+00:00,1572723268124954624,KangSemproel,"@J4ck_Pipp0 @PutraErlangga95 Tarif tol akan berdampak pada biaya distribusi barang... yg bermuara oada kenaikan harga...LAGI
https://t.co/bS6nfOEqmq","@J4ck_pipp0 @Putraerlangga95 Toll Tarif will be in the event of a cost of distribution ...
https://t.co/bs6nfoeqmq","Abu Nouas, Baghdad, Iraq"
