Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Translated_Tweets,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
3/3/2023,?????????????? ???????? ??????????!(??????)??⚒️,1.18E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Barang tengah lapar ni jangan buat main woo??,apa nak jadi ,jadi ?????? https://t.co/pXBOCuIsjf","This hungry is not to play woo ??, what to do, so ?????? https://t.co/pxbocuisjf",,,,1.63E+18
3/3/2023,.m,2497943126,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Suruh celup tangan kanan pulak tu. Lepastu kena pergi lunch. Anda rasa saya masih berselera time tu!? Berselera je kut lepas dah cuci dgn sabun (tak ingat). Benda pun lapar. Duk hostel ni sentiasa kelaparan https://t.co/BLtsF7jXWu,Tell the right hand. You have to go to lunch. Do you think I'm still in that time!? Feel free to wash with soap (don't remember). Things are hungry. This hostel is always starving https://t.co/bltsf7jxwu,,,,1.63E+18
3/3/2023,?? ?? ?? ?? ?? ?? ?? ??‍☠️,94295744,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar nasik.,Hungry.,,,,1.63E+18
3/3/2023,A'in,596649394,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar. Keluar iklan mcd pulak. Tapi ngantuk. Hm. Tapi perut berbunyi ni??,Hungry. Exit McD's ad. But sleepy. Hm. But this stomach sounds ??,,,,1.63E+18
3/3/2023,Siti Syamira,305708161,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dah makan maggie pun masih lapar ??,Have you eaten maggie still hungry ??,,,,1.63E+18
4/3/2023,Syafiq Zainal,7.25E+17,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tak payah throwback lama sangat.. aku start kerja takder gaji, kau tau aku makan apa masa tu?? Aku tak makan!! Tgh hari aku tak keluar!! Balik sampai rumah baru aku makan!! Kalau betul2 lapar aku akan carik nasik + telur dadar + air kosong kat mamak presint 9!! Bersyukur lah https://t.co/m3XjdEaZsM","No need to throwback so long .. I start working on a paycheck, do you know what I ate ?? I don't eat !! Tgh today I'm not coming out !! Back to the new house I ate !! If you are really hungry I will get the noodles + egg yolk + empty water in mamak precinct 9 !! Be grateful https://t.co/m3xjdeazsm",,,,1.63E+18
4/3/2023,Odegaard_,1.05E+18,kopisusupekat,1.20E+18,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kopisusupekat dah tanya la nak makan apa, dia cakap ' i sakit bukan lapar ish'. 

Tuam letak kat perut ke?","@kopisusup is asking what he wants to eat, he says 'I'm sick not hungry ish'.

Put it on your stomach?",,,,1.63E+18
4/3/2023,Fariszuan Azhar,557663046,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Serba serbi dok kena malam ni.

1. Member nak main2 tak kena waktu.
2. Filem aku tengok hampir semua bodoh
3. Lapar. Datang mekdi. Mekdi lembab...","It was a good night's dock tonight.

1. Members want to play.
2. The movie I see almost all stupid
3. Hungry. Come Mekdi. Mekdi is damp ...",,,,1.63E+18
4/3/2023,ⓘ YobSebenar,718272337,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hujan akhirnya berhenti. Rasa mcm nak g mee tarik la. Lapar tau tak lapar!!,The rain finally stopped. I feel like I want to pull it off. Hungry is not hungry !!,,,,1.63E+18
7/3/2023,hahahaar,306311220,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lapar. Tapi macam tak patut makan.

Ke burger?","Hungry. But I can't eat.

To a burger?",,,,1.63E+18
7/3/2023,?????????? ????????????????‍??,252915812,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Perut tak lapar sgt pun tapi jadi tabiat still nak makan??cemana tak naik badan gini??,Stomachs are not hungry but so they still want to eat ??,,,,1.63E+18
7/3/2023,syer✨,289327784,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sebelum buka: takde mood ah nak makan, nanti2 lah fikir makan apa. Jap lagi ada class pulak.

After class: okay lapar gila, aduh nak muntah pulak. Angin ke eh? *proceed to order shopee food

Food sampai: okay makan cepat! 

While eating: okay tak habis

Kah! Amenda lah ko ni","Before opening: No mood to eat, let's think about eating what to eat. Jap is still a class.

After class: okay hungry crazy, I want to vomit. Wind to eh? *Proceed to order shopee food

Food until: Okay eat fast!

While eating: okay never end

Kah! Amenda lah ko ni",,,,1.63E+18
7/3/2023,Anel??,1.61E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pov: lapar https://t.co/c8mBSrhG5S,Pov: hungry https://t.co/c8mbsrhg5s,,,,1.63E+18
7/3/2023,Amln,203609289,schawrite,1.32E+18,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@schawrite kena banyak makan dan minum utk banyak susu.. boleh kata makin lembik dan lapar kot lepas pump tp kena kuat ??,@schawrite has to eat and drink for a lot of milk .. Can I say it gets soft and hungry for the pump but it has to be strong ??,,,,1.63E+18
7/3/2023,Al-Fajr Travel & Tours Official,1.57E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KURMA SAYER ISTIMEWA DARI UAE!

Rasulullah SAW bersabda, “Sebuah keluarga yang mempunyai kurma tidak akan lapar”. (Hadis, Sahih Muslim, 5078).

Promosi Kurma Sayer kini kembali! Harga 1 carton RM110 SAHAJA. Dapatkan segera sementara stok masih ada! ?? https://t.co/5DLFp9h1z0","Special Sayer's dates from UAE!

The Messenger of Allah (may peace be upon him) said, ""A family with dates will not be hungry"". (Hadith, Sahih Muslim, 5078).

Sayer's promotion is back! Price 1 carton RM110 only. Get it right away while the stock is still available! ?? https://t.co/5dlfp9h1z0",,,,1.63E+18
7/3/2023,??,1105337035,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kalau lapar tak boleh bawak bincang, dah kenyang rasa nak muntah balik??","If hungry can't bring a talk, you have a lot to vomit back ??",,,,1.63E+18
7/3/2023,n,136202727,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bodo punya vendor kat @foodpanda_my . After an hour baru nak cancelled order lancau ah. Aku dahla tengah lapar giler ni. Macam bodoh. Nak cancel, cancel lah awal2 bukan menyusahkan orang. I can go order food kat tempat lain bukan made me waiting for more than an hour.","Bodo has a vendor at @foodpanda_my. After an new hour to canceled order lancau ah. I'm in the middle of this hungry. Like stupid. To cancel, cancel is the beginning not to bother people. I can go order food elsewhere instead of making me waiting for more than an hour.",,,,1.63E+18
7/3/2023,IZZATI HUSNA,434599443,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bertugas hari ni..n now lapar nak mamposss...satg nak p ppd hntr borang claim..xboleh jadi ni..kena grab something to eat kalau x xleh drive..ape yg cepat n sedap??dt mcd la wehhh...ddapnye cheeseburger ??????..happy meal je ????,On duty today..n now hungry to get mamposss ... ..ddapnye cheeseburger ?????? .. happy meal je ????,,,,1.63E+18
7/3/2023,Nabila,160399759,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar tapi tak tahu nak makan apa ni emosi jugak jadinya ni??,Hungry but don't know what to eat this emotions?,,,,1.63E+18
8/3/2023,????arynafiza????????,1227385022,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tiber lapar. Sebab tengok resepi puding jagung kt tiktok. Lepastu beef stew ??,Hungry tiber. Because you look at the corn pudding recipe in Tiktok. Lepastu beef stew ??,,,,1.63E+18
8/3/2023,??ᗴꀘ~??,1.36E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tadi berbuka donut aje,
Then lapar lagi buat la maggi asam laksa ?? https://t.co/wA3KzbUMhJ","I opened the donut,
Then hungry again for the laksa laksa ?? https://t.co/wa3kzbumhj",,,,1.63E+18
8/3/2023,Lisa Del Rey,1.62E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar la. Nak keluar makan,Hungry. Want to go out to eat,,,,1.63E+18
8/3/2023,Fadd Yeager,149368853,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar ah nak dinner apa tonight?,What a hungry for dinner?,,,,1.63E+18
8/3/2023,• N I N •,170286763,lady_bugg11,1.24E+18,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@lady_bugg11 Tetiba aku pun lapar burger. Jahat kau @lady_bugg11,@lady_bugg11 Suddenly I was hungry for a burger. Evil you @lady_bugg11,,,,1.63E+18
8/3/2023,مَلِكه,1.38E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Puasa duduk rumah pun lapar. Penat berfikir barangkali ??,Fasting home is hungry. Tired of thinking perhaps ??,,,,1.63E+18
8/3/2023,Julyahoney,1.53E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pagi dah heavy breakfast. Pastu bangun tidur lapar macam x makan seminggu je. ??,Morning is heavy breakfast. Definitely wake up to sleep like x eating a week. ??,,,,1.63E+18
8/3/2023,anissyaff,571774430,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Aku dah kenyang tgok gambar ni tibe jadi lapar https://t.co/kF5PE09Ts8,I'm full of pictures of this picture so hungry https://t.co/kf5pe09ts8,,,,1.63E+18
8/3/2023,Dini.dy_,1.58E+18,Dinidy90,1.58E+18,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ghrelin = hormon yang dikeluarkan pada perut yang memberikan isyarat rasa lapar pada otak.

Leptin = hormon yg dilepaskan drpd sel-sel lemak.. ia menyekat rasa lapar & menghantar isyarat kenyang kpd otak.","Ghrelin = hormones released on the stomach that signal hunger in the brain.

Leptin = Hormones released from fat cells .. It blocks hunger & sends a full signal to the brain.",,,,1.63E+18
8/3/2023,Hanz,1.39E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Patutlah rasa lapar. Semalam tak makan. Just minum meal replacement sekali haha,It should be hungry. I didn't eat last night. Just drink meal replacement once haha,,,,1.63E+18
8/3/2023,Imran ??⚒️,821082055,wtfsyh,1.25E+18,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@wtfsyh Hshshshshs dorang jaw drop kejap tp tutup mata ja semua tgh lapar ??,@wtfsyh hshshshs dorang jaw drop to close your eyes and all hungry ??,,,,1.63E+18
8/3/2023,warDina awatif ❤️????,3336878719,f4izalhassan,366089337,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@f4izalhassan @OkinaFitto @JazminaAin @cheajibsayang @PerakFood @JJCMPERAK @AusMeshi @Hunain_ @azraeimuhamad SUA lapar gak takdok laaa news utk PMX ??,@f4izalhassan @okinafitto @jazminaain @cheabibsayang @perakfood @jjcmperak @ausmeshi @hunain_ @azraeimuhamad sua hungry gak takdok laaa news for PMX ??,,,,1.63E+18
8/3/2023,FM,717661392,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar laa pulak tetiba ??,Hungry is not so bad ??,,,,1.63E+18
8/3/2023,Juani Ari Go ????,157004175,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Aisehmen...lapar pulak tgh2 mlm ni.. sekarang asal kerja midnight mesti lapar time2 mcm ni..Mana mau nak dpt berat 75kg mcm ni,Aisehmen ... hungry pulak tgh2 mlm .. now midnight work must be hungry time2 mcm ni..what want to lose 75kg mcm ni,,,,1.63E+18
9/3/2023,Nellya Takde Cancer,1.05E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Baru nampak bumbung rumah. Lapar tapi penat sangat. Terbayang bantal je dah ni.,Just saw the roof of the house. Hungry but very tired. Imagine this pillow.,,,,1.63E+18
9/3/2023,sejiwa,837100626,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hidup ini keras tapi kalau lapar jangan lupa makan. Bismillahirrahmanirrahim... https://t.co/drW3BnA2l7,Life is hard but if you are hungry don't forget to eat. Bismillahirrahmanirrahim ... https://t.co/drw3bna2l7,,,,1.63E+18
9/3/2023,نابيلا هودى,1412326506,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ohh malamni anak aku lapar ke aku lapar tah ?? Aiskrim + nasi ft sambal KA + biskut lemak 3 keping ?? Semalam kemahen muntah2 tidur pun perut bunyi ???? Bila nak habis fasa ni ya,Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Ice cream + rice ft sambal ka + fat cookies 3 pieces ?? Last night the vomit was sleeping in the stomach ???? When you want to finish this phase,,,,1.63E+18
9/3/2023,Bumper,1.36E+18,Shahredzu4111,1.03E+18,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Shahredzu4111 Sungguh menyelerakan kn...lapar kita dibuat nya,@Shahredzu4111 is really delicious ... our hunger is made,,,,1.63E+18
9/3/2023,Akmalomar95,1.55E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tiada pilihan untuk berdua atau sorg. Cuma ada pilihan kekal lapar or kenyang?? https://t.co/1ULwKqZDCt,There is no choice for both or sorg. Is there just a choice of hungry or full ?? https://t.co/1ulwkqzdct,,,,1.63E+18
9/3/2023,Farhanah,2309960449,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Punyalah busy dengan kerja sampaikan nak rasa lapar pun tak sempat,Be busy with work to be hungry,,,,1.63E+18
9/3/2023,??,719486382,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lapar gila tapi tu ah tak larat,Hungry crazy but it's not too late,,,,1.63E+18
9/3/2023,Bumper,1.36E+18,shafiqarefiq,351664829,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@shafiqarefiq Bismillah..lmbt nya Grab ni..lapar dah,@shafiqarefiq bismillah..lmbt nya grab ni..lapar dah,,,1,1.63E+18
9/3/2023,??,359380656,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar!! Takde sape ke nak teman dinnerrrr,Hungry !! No sape to my friend DinnerRRR,,,,1.63E+18
9/3/2023,为一个帅人,44280112,Syafiq_jee,7.41E+17,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Syafiq_jee Lepas berak lapar balik. Jom makan.,@Syafiq_jee after being hungry. Let's eat.,,,,1.63E+18
9/3/2023,ceah ✌️,544298964,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lepas makan berat masih boleh makan lagi. Masih bisa merasa lapar. Katanya saya ada 4 perut mcm lembu. https://t.co/bCcFCygBkg,After eating weight can still eat again. Still feel hungry. He said I had 4 stomach mcm cows. https://t.co/bccfcygbkg,,,,1.63E+18
9/3/2023,mary ✨,1103060550,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar gila makan last pukul 10am. Hadap jammed lekat pulak. Sakit kepala lagi. Perut cramp lagi. ??,Crazy hungry at 10am. Face jammed sticks. Headache again. Cramp stomach again. ??,,,,1.63E+18
9/3/2023,Aisha Iskandar,315558022,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lapar tapi tak boleh makan apa apa, melainkan bubur ??","Hungry but can't eat anything, except porridge ??",,,,1.63E+18
9/3/2023,Nazrayne,7.09E+17,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mula2 macam nak complain sebab tersilap ikut jalan ni. Jalan jammed satu, takut kereta rosak satu, lapar pun satu. Tapi bila fikir balik, area atas sana, lebih ramai yang dah tak ada rumah, kereta, and makanan sebab banjir kalini teruk sangat. So, aku tutup mulut dan bersyukur. https://t.co/mu3AfZazA1","It was like complaining because it was mistaken for this road. The road is jammed one, afraid of the car damaged one, even one hungry. But when I think about it, the area up there, more and more homes, cars, and food because the floods are so bad. So, I shut my mouth and be grateful. https://t.co/mu3afzaza1",,,,1.63E+18
9/3/2023,Eni Lestari Simanjuntak,1.17E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saya lapar lagi setelah menonton video ini.
https://t.co/60yzb16IqZ
Saksikan video ini
https://t.co/CROXRlLrbl
https://t.co/QpU7rEWDHe
https://t.co/vbcZOYS5EX
https://t.co/4KuXUHJpf6","I was hungry again after watching this video.
https://t.co/60yzb16iqz
Watch this video
https://t.co/croxrllrbl
https://t.co/qpu7rewdhe
https://t.co/vbczoys5ex
https://t.co/4kuxuhjpf6",,,,1.63E+18
9/3/2023,MZHatta????????,202474881,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ratusan ni mesti dah bnyk kena suap, takde keluarga lapar masa PKP, takde ahli keluarga mati sbb incompetence abahcow https://t.co/ZOg9RczP9G","Hundreds of these must have been bribed, no hungry family during the CPP, no family members die as income of abahcow https://t.co/zog9rczp9g",,,6,1.63E+18
9/3/2023,자,1.19E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar tpi bnyk keje pulak hrmm ??,Hungry but not really hrmm ??,,,,1.63E+18
9/3/2023,Berg!,1.02E+18,emeir_faizal,999109297,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@emeir_faizal Kau lapar tak? Aku lapar la, dia macam tiba tiba rasa nak makan","@emeir_faizal are you hungry? I was hungry, he was like a feeling of eating",,,,1.63E+18
9/3/2023,Eni Lestari Simanjuntak,1.17E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saya lapar lagi setelah menonton video ini.
https://t.co/uPLMjZ4swU
Saksikan video ini
https://t.co/Wg6XuSSWSc
https://t.co/0c7qSmcyZJ
https://t.co/sKiU3ZsRy0
https://t.co/0qLZm6PcWZ","I was hungry again after watching this video.
https://t.co/uplmjz4swu
Watch this video
https://t.co/wg6xusswsc
https://t.co/0c7qsmcyzj
https://t.co/skiu3zsry0
https://t.co/0qlzm6pcwz",,,,1.63E+18
9/3/2023,Annemunisa Husin,1416194473,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aku punya frust takleh buat main. Punya terketaq-ketaq lapar g dapur nak buat roti telur for lunch. Sekali pecahkan telur dalam kuali, telur busuk. 

Terus kemas2 naik atas sambung keja. Spoil la ??","I have a frust to play. Have a hungry hungry g to make egg bread for lunch. One eggs in the pan, rotten eggs.

Keep up the rise on the connection. Spoil la ??",,,,1.63E+18
9/3/2023,Nuna Nadia,420366861,efaperfume,1.18E+18,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@efaperfume Maybe hari 1st and 2nd day perut akan berangin, sebab nak adapt dengan puasa. Saya minum ESP blend dengan kurma?? time moreh pon minum jugak, sebab menyusukan anak,lapar memalam ?? https://t.co/d9IsQOPtdQ","@efaperfume maybe the 1st and 2nd day stomach will be windy, because they want to adapt to fasting. I drink ESP blend with dates ?? Time is a pound of drinking, for breastfeeding, hungry in the night ?? https://t.co/d9isqoptdq",,,,1.63E+18
9/3/2023,333 ??,42077555,efaperfume,1.18E+18,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@efaperfume Aku practise mkn kurma & air putih je time sahur. Kdg2 kurma pun tak makan. Baru la boleh tahan sampai berbuka. 

If sahur heavy, half day pun dah start rasa lapar.","@efaperfume I practice dates & white water in time. Even the dates don't eat. It can hold it until it breaks.

If Sahur Heavy, half day is starting to feel hungry.",,,,1.63E+18
9/3/2023,ZF_Agha/Bey,623563386,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mak aih laparnya..pagi tdi dah brekpes bihun kottt..kite nak kurus tauuu..jgn la asyik lapar..peyuttt ni ponnn..,Mak aih is hungry ...,,,,1.63E+18
9/3/2023,Z Z??,989858528,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dye macam lapar tapi tak hahaha tah lahh nak makan. tak boleh tgh ganti puasa ??,dye is hungry but not hahaha tah lahh want to eat. Can't you change fasting ??,,,,1.63E+18
9/3/2023,Lee SlimShady,68354249,bocahnandong,9.91E+17,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bocahnandong Takpe kalau lapar lagi, boleh order kat @beep_my 

https://t.co/m30c3lmyJQ","@bocahnandong if you are hungry again, you can order @beep_my

https://t.co/m30c3lmyjq",,,,1.63E+18
9/3/2023,JACK f×cks DOGS,1.31E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kek gini kali rasanya banting tulang. 
Mata perih kurang tidur 
Pikiran pusing
Badan lelah
Perut lapar
Yang penting semangat biar bisa halalin si ompol kecap kurap
@savira_warda","This cake is like a bone that tastes.
Eyes about less sleeping
The mindset
The body of tiredness
Hungry
The important thing is to be halaline the ompol is gone
@savira_warda",,,,1.63E+18
9/3/2023,Kakak ??,513359545,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tgh mlm tiba lapar ??,Tgh mlm arrive hungry ??,,,,1.63E+18
10/3/2023,alim,1.18E+18,aleenhafidz,279536435,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@aleenhafidz Lapar lagi ke?,@aleenhafidz hungry again?,,,,1.63E+18
10/3/2023,tukang cuci,237131759,MiaAndiniz,1.25E+18,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MiaAndiniz Ya kalo ngantuk, tidur
Kalo lapar, ya makan
Kalo kenyang, ya ngantuk

Gitu aja muter muter","@Miaandiniz ya if sleepy, sleep
If you are hungry, yes eat
If you are full, I'm sleepy

It's just a muter muter",,,,1.63E+18
10/3/2023,Byakko,1.00E+18,mAsTINY_lee,708761035,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mAsTINY_lee tak gerak mat, da la lapar takleh nak gi memana ??","@mastiny_lee not moving mat, da la hungry takleh nak gi ??",,,,1.63E+18
10/3/2023,Ooi Beng Cheang,270994792,luxentX,270994792,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mana je kau pergi, orang kampung pandang kau dengan hina kat kau sebab kau takde kerja, tidur bawah pokok. Selepas seminggu kau lapar sangat, curi buah dari dusun makan. Orang kampung nampak dan mengamuk, belasah kau dan ikat kau kat pokok...","Wherever you go, the villagers look at you despicable because you don't work, sleep under the tree. After a week of hungry, steal the fruit from the orchard. The villagers see and rag, you have a crush and tie you to the tree ...",,,1,1.63E+18
10/3/2023,bbaaabbbbyyyyyy,1.04E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dah lapar ler https://t.co/WBPZNdRRey,Hungry https://t.co/wbpzndrrey,,,,1.63E+18
10/3/2023,qilah,308308033,aqilahzakki,308308033,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bab makan dan lapar ni jangan uji kesabaran aku. Dia boleh menggeletis video call member dia depan mesin tu dok ulang aku tak reti aku tak reti, eh geram ek","This eating and hungry thing is not to test my patience. He can scratch the video call member in front of the machine that dock I don't retire I don't retire, eh angry",,,,1.63E+18
10/3/2023,BearGemuk,1.19E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar ni.. tgh tunggu minah @ChentaaHatii ni g KK,Hungry this .. Tgh wait for @chentaahatii ni g kk,,,,1.63E+18
10/3/2023,niza,233842942,NH3309,845436534,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@NH3309 Lapar terus tgk lontong tu,@Nh3309 hungry continuing to see,,,,1.63E+18
10/3/2023,Ende Holidays,2274166706,EndeHolidays,2274166706,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Perut sudah lapar rasanya
Kepengen makan nasi rendang
Kamu dan pemandangan alam itu sama
Sama sama enak dipandang","The stomach is hungry it tastes
Kids eat shredded rice
You and the views of nature are the same
Equally tasty",,,,1.63E+18
10/3/2023,BearGemuk,1.19E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar plak… tu la makan awal sgt,Hungry plaque ... he eats early,,,,1.63E+18
11/3/2023,ngohey,8.60E+17,sotongmalas,7.30E+17,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@sotongmalas Cannot. Eat - cry - eat. Baru dapt makan lebih. Nangis requires energy. Lepas nangis lapar lagi. Kalau nangis dulu baru makan, bihun goreng kosong takda goreng pun tak habis","@sutongmalas cannot. Eat - Cry - Eat. Just eat more. Crying for energy. After crying again. If you cry before eating, empty fried vermicelli is not fried",,,,1.63E+18
11/3/2023,Izad Abas ????,42849503,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tak boleh tidur lepas tu lapar,Can't sleep after being hungry,,,,1.63E+18
11/3/2023,Lekir Jambang ????,556946002,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10:30 malam hingga 12:45 tngh malam dalam 4 orang berurut. Fit juga tenaga aku dalam diam senanya. Lapar kemudian jangan kata pula.,10:30 pm to 12:45 pm in 4 people. Fit is also my energy in silence. Hungry then don't say it anyway.,,,,1.63E+18
11/3/2023,aswad,4914242654,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dasar lapar perhatian ?? Kau ingat movie ke datang last minute Pastu pompuan tu cancel wedding dia hahahhahahah https://t.co/oIcFtrElSP,Hungry attention ?? You remember the movie to come last minute past the pump that cancel her wedding hahahhahahah https://t.co/oicftrelspp,,,,1.63E+18
