Datetime,Username,Cleaned_Tweets,Location,Polarity,Subjectivity,Sentiment
2022-06-20 22:22:12+00:00,GamisPhg,expensive right agrees admin eat expensive hmm may everyone get lawful blessed sustenance allah almighty,"Kuantan, Pahang",-0.178571429,0.483928571,Negative
2022-06-20 22:36:57+00:00,IKigais,hi everyone know worried thinking lucy letting know husband ralph messaged hour surgery recovering please continue pray lucy update soon soon feel better,NT Australia,0.500000000,0.5,Positive
2022-06-20 23:34:29+00:00,solehkyo,may ever felt stomach ache food blessed future,"Perak, Malaysia",0.000000000,0.125,Negative
2022-06-20 23:56:48+00:00,RizkiSetiaji8,clock porridge ayena geus hungry deui,"amegakure, bagian selatan.",0.000000000,0,Negative
2022-06-21 00:41:50+00:00,IKigais,welcome least know worried everyone friend lucy,NT Australia,0.250000000,0.65,Positive
2022-06-21 00:42:44+00:00,cabo_helen,others must think holy bible said future hunger god advice food saving take place good president elect bbm bright mind handle good filipino farmer people,Pagadian City Philippines ,0.580000000,0.605,Positive
2022-06-21 01:11:41+00:00,snowd55030471,others worried panicking opportunity,"Hà Nội, Việt Nam",0.000000000,0,Negative
2022-06-21 01:12:29+00:00,hhmadhusaini,risoles price info hungry,"Kalimantan Selatan, Indonesia",0.000000000,0,Negative
2022-06-21 01:34:43+00:00,Restarea83,formerly passing course could night clock hungry yes indomie fried egg wkwkwk gofud lah sitting terosss hour set office get closer sit hour set hour set repoyu course task,Indonesia,0.000000000,0,Negative
2022-06-21 01:47:10+00:00,slabster13,marcos hiway ikot appreciate respect cycling lane making road survivable le worried yo father commuting bike sa uulitin,Taiwan,0.000000000,0,Negative
2022-06-21 05:04:21+00:00,chuya_hanna,hasben clean refrigerator frozen food raised problem eat frozen food hungry,Kuala Lumpur,0.366666667,0.7,Positive
2022-06-21 05:11:02+00:00,ikramhaqsolusi,maybank take turn number waiting edge area writing come sorg uncle india look snap receipt read fluttered hungry hungry hello tambi rm banking already,pacific ocean,0.000000000,0,Negative
2022-06-21 05:25:37+00:00,kidswhofarmph,single biggest challenge hunger food insecurity inaction start community food garden today help talk together let help build hungerfree food secure community,Zamboanga City ,0.164285714,0.407142857,Positive
2022-06-21 06:02:55+00:00,tulipismee,back clinic eat piece bread eat medicine sleeping near col wake hunger make horlick water eating biscuit drink severe shaking spoon,,0.050000000,0.2,Positive
2022-06-21 06:16:33+00:00,Mohdfaiz13,used say lazy sure order stomach jealous rich people,"Shah Alam, Selangor",0.208333333,0.87962963,Positive
2022-06-21 07:05:36+00:00,izz_everywhere,hungry woi,Kuala Lumpur,0.000000000,0,Negative
2022-06-21 07:36:24+00:00,AKOBs_daughter,breakfast optional setgh stomach used train morning xrsa hungry xsalah punyg wrong tiber eat brekfast tiber serpent wrongif able stop bread canai tea pull fat rice cake sweet morning ptg ha new,Pluto,0.121590909,0.657386364,Positive
2022-06-21 08:12:53+00:00,AKOBs_daughter,morning know meaning breakfast unless morning forced friend morning weird kept going stomach wtf ni tiba mun power bobobois wind,Pluto,-0.433333333,0.733333333,Negative
2022-06-21 08:14:53+00:00,nrhnsharol,pay bit price good rising inflation,Ulu Tiram➡️⬅️ Port Klang,0.700000000,0.6,Positive
2022-06-21 08:22:07+00:00,maigolleri,okay done today want connect know eat everyone throat sleep,,0.500000000,0.5,Positive
2022-06-21 08:42:09+00:00,Nfaranadya,today resolve home early want buy food hungry,60,0.100000000,0.3,Positive
2022-06-21 09:37:05+00:00,DrDrusenPH,mandatory farming would appropriate skill point time looming food hunger crisis everyone must concentrate concentrate training real soldier fight possible chinese invasion territory,Manila City,0.175000000,0.45,Positive
2022-06-21 09:59:27+00:00,akulina,front welcomed various shade wow point make eye hungry cheap plastic somewhat delivered,"Kota Yogyakarta, Yogyakarta",0.166666667,0.733333333,Positive
2022-06-21 10:34:23+00:00,ryuhiro,good think cannot speak chinese cannot speak english speak rojak malay really attitude saying food expensive lar medical bill much lar suppose knowledge,Malaysia ,0.085714286,0.242857143,Positive
2022-06-21 10:39:29+00:00,johniglene,bella belen around perf bag championship stint today hungry bulldog aiming champtrophy exemplary skill gained volleyexperience bella,Kuala Lumpur Federal Territory,0.000000000,0,Negative
2022-06-21 10:51:55+00:00,sparrowpraha,want buy pack rice hunger road,,0.000000000,0,Negative
2022-06-21 11:37:09+00:00,Are_nipt,wohoo food price,"Jitra,Kedah,Malaysia",0.000000000,0,Negative
2022-06-21 11:47:43+00:00,bayu_ubhay,never bad experience cooking rice wait hungry hour forgetting ctekin,"Kerinci, Jambi",0.350000000,0.666666667,Positive
2022-06-21 12:08:56+00:00,fiqnawi,item price mat next month according market price,MY,0.000000000,0,Negative
2022-06-21 12:08:56+00:00,fiqnawi,good price mat next month according market price,MY,0.350000000,0.3,Positive
2022-06-21 12:10:01+00:00,noraakira,stress see news cooking oil ride chicken subsidy help miss people x need help,Malaysia,-0.600000000,0.95,Negative
2022-06-21 13:14:37+00:00,nenorall,oil chicken price good child fee rm rose rm said follow gov pay guide start feel poor city already,Faroe Islands,0.075000000,0.775,Positive
2022-06-21 13:19:42+00:00,MaraSolehah,follow event anyone eat eh tyta cannot tell pay middle event came home hungry forget bring wallet jajanin dong pdhl emg g money,Indonesia,0.000000000,0,Negative
2022-06-21 13:34:47+00:00,ohh_dammmm,embarrassing thing today call girl friend borrowing money hungry eat anymore torn month nayaaa bgstttttt,FROM HEAVEN TO HELL,0.000000000,0,Negative
2022-06-21 13:35:22+00:00,EhsalJesrin,think might solves problem never think never,Petaling Jaya,0.000000000,0,Negative
2022-06-21 13:39:46+00:00,menyeduhkan,earlier morning child cry front husband store nearby younger sister padalarang rose parongpong god knowing far said mother went find help mother sick brought veil get food,,-0.002857143,0.661428571,Negative
2022-06-21 13:57:04+00:00,ohh_dammmm,lahh old friend many expose hungry pain pound,FROM HEAVEN TO HELL,0.300000000,0.35,Positive
2022-06-21 14:09:42+00:00,sirnicolay,hungry food home skyflakes sad sad night snack,Metro Manila,-0.500000000,1,Negative
2022-06-21 14:16:02+00:00,Tafonao2,year old led anies bps data cum poverty number rise air clean dstduit suppressed buzzer,Indonesia,0.233333333,0.45,Positive
2022-06-21 14:26:48+00:00,afqazt,harey eaten hungry fried rice,SAC,0.000000000,0,Negative
2022-06-21 14:27:15+00:00,spidergvrll,feeling one hour eating hungry,Makassar surabaya,0.000000000,0,Negative
2022-06-21 14:35:12+00:00,_riixal,answer price food shop chicken price feel myk cook,W.P Kuala Lumpur,-0.600000000,0.95,Negative
2022-06-21 14:39:11+00:00,yogiprasetya_,want hungry night wake morning night full wake morning option,,0.350000000,0.55,Positive
2022-06-21 15:04:53+00:00,ImelPetrus,ever around middle day cost rest rest cooked sm friend cost selvi cooked mw noodle vessel hungry lost guy remaining tear,,0.000000000,0,Negative
2022-06-21 15:06:04+00:00,hisyfx,supermarket recently price wet good price crab shrimp fish allah family struggling day buy basic necessity tactau la mcm mana nk express,KUL-JHR,0.150000000,0.34375,Positive
2022-06-21 15:16:19+00:00,chxrmnjy_,hungry appetite eat heavy thing bread come,,-0.200000000,0.5,Negative
2022-06-21 15:58:38+00:00,Vandeeta3,item priceermmm soon boiled sweet potato,"Semenyih, Selangor",0.350000000,0.65,Positive
2022-06-21 15:58:38+00:00,Vandeeta3,good priceermm soon boiled sweet potato,"Semenyih, Selangor",0.525000000,0.625,Positive
2022-06-21 16:04:30+00:00,IkEzad,cat marine bradik must spirit left want hungry hungry sure asks meal den pack cat food bornet kit,"Ampangan, Negeri Sembilan",0.250000000,0.444444444,Positive
2022-06-21 16:44:35+00:00,NeuroSynchron,oh god worried japanese lgbtq community,"Het, He/Him, ND",0.000000000,0,Negative
2022-06-21 17:43:56+00:00,Lanz_2004,eat money first time fainted due hunger,Biasanya sih di kost,0.062500000,0.354166667,Positive
2022-06-21 18:38:15+00:00,kechekkkkk,foolish price,One Piece,0.000000000,0,Negative
2022-06-21 18:44:06+00:00,kechekkkkk,price good stupid mcam ate thai deli every day want buy kitchen item think,One Piece,-0.050000000,0.8,Negative
2022-06-21 20:50:25+00:00,Fazerabaharudin,worst price good going rise,Kuala Lumpur,-0.150000000,0.8,Negative
2022-06-21 23:51:29+00:00,anggtkn,bruh already excited n worried time gon na aot final ending right,Bekasi,0.220238095,0.761904762,Positive
2022-06-21 23:59:16+00:00,JillAdona,omg week soft food soup pasta really hungry cheetos baked puff first bite apple fresh healthy clean pure ouch okay careful teeth,"San Francisco, CA",0.258994709,0.509259259,Positive
2022-06-22 00:11:09+00:00,kusahafiez,spending much food delivery service eating obriens seem expensive anymore,,-0.150000000,0.45,Negative
2022-06-22 00:15:11+00:00,amirlala_,let dap rule islam threatened king institution eradicated bn bns sentiment playing sentiment feel price good,,0.700000000,0.6,Positive
2022-06-22 00:26:52+00:00,miss_fsr,malaysia subsidy pulled price good rising government concerned fact everyone busy trying get power,"Kelang, Selangor",0.400000000,0.45,Positive
2022-06-22 00:26:52+00:00,miss_fsr,malaysia subsidy drawn price good rise government concerned fact everyone busy trying get power,"Kelang, Selangor",0.400000000,0.45,Positive
2022-06-22 00:33:54+00:00,ryanisnayr,hunger game gourmet eats siam paragon,Thailand,-0.400000000,0.4,Negative
2022-06-22 00:51:07+00:00,yatttt__,price rising ingredient cooking oil price good everything paycheck,"Johor Bahru, Johor",0.700000000,0.6,Positive
2022-06-22 01:00:25+00:00,nadzim,country autopilot one thing basic price good aiii really angry turtle,Kuala Lumpur + 400km radius.,0.066666667,0.575,Positive
2022-06-22 01:10:09+00:00,umarehudona,true get ear told buy milk said baby hungry enough milk give formula milk baby ye good fact milk always suction baby good stress,"Pahang, Malaysia",0.437500000,0.5875,Positive
2022-06-22 01:13:29+00:00,majid_kun,july july price good government practicing islam,"Keluang, Johore",0.700000000,0.6,Positive
2022-06-22 01:32:27+00:00,Thiban_ben,subsidy breeder stopped cooking oil subsidy basic item also stopped price good suddenly government busy creating new ministry mak lampir great din pagoh proposal,Bestari Jaya (Batang Berjuntai,0.289393939,0.454924242,Positive
2022-06-22 01:47:43+00:00,Nindiyaaaaa,dear mantemkan stopped hungry dusk wait superior eat first,"Gunungkidul, Yogyakarta",0.475000000,0.616666667,Positive
2022-06-22 01:59:34+00:00,mis_estella,price good tomyam bought rarely content,Malaysia,0.500000000,0.75,Positive
2022-06-22 02:24:47+00:00,ab_yunos,growth rising price,,0.000000000,0,Negative
2022-06-22 02:41:59+00:00,AtynMeowww,good know hmm k hungry,Kedah-Penang,0.700000000,0.6,Positive
2022-06-22 02:57:41+00:00,KhaosodEnglish,bangkok governor chatchart sittipunt visited people affected fire hr tues night home owner receive bt renter wed govt spokesman thanakorn wangboonkongchana said pm prayut also worried instructed interior ministry help,"Bangkok, Thailand",0.000000000,0,Negative
2022-06-22 03:07:10+00:00,AmpanneeD,take care healt babe worried,,0.000000000,0,Negative
2022-06-22 04:02:36+00:00,amrafkz,breakfast help eating day hungry,Currently in Malaysia,0.000000000,0,Negative
2022-06-22 04:18:05+00:00,GhazaliResab,pm pak mail eliminating july subsidy month waiting people ge angry price good vote bn umno get caught enemy blanket,,0.100000000,0.8,Positive
2022-06-22 04:22:32+00:00,blisteryfingers,one hand hungry delicious near miss hand might kill mysef anticipation,demi,0.550000000,0.7,Positive
2022-06-22 04:52:18+00:00,MsNurulShafi,sad full auto explanation hungry sad happy honesty know sad middle name long time,Malaysia,-0.057142857,0.707142857,Negative
2022-06-22 04:59:45+00:00,nanimuradM,price food,,0.000000000,0,Negative
2022-06-22 05:12:59+00:00,NIAS2013,head bnptki tki hero devisa critical hungry full,Jakarta,0.175000000,0.675,Positive
2022-06-22 05:28:57+00:00,equeen_esmae,hungry want eat anymore bad cough eat porridge,"Kuala Terengganu, Terengganu",-0.700000000,0.666666667,Negative
2022-06-22 07:15:23+00:00,francsetya,god back sleep ignores hungry feelin,"Bali, Indonesia",0.000000000,0,Negative
2022-06-22 07:20:47+00:00,chxrmnjy_,hungry lunch day eating food poisoning stomach okay little hungry,,0.156250000,0.5,Positive
2022-06-22 07:30:36+00:00,Vieerif,meet people people resting yes wait slipping turn meikarta space kongkow eating good food eliminate hunger,Mecca - San Siro,0.300000000,0.35,Positive
2022-06-22 07:56:18+00:00,sruliam,people busy price good busy chatting th ph head,Malaysia,0.300000000,0.4,Positive
2022-06-22 07:56:18+00:00,sruliam,people busy price good busy chatting th ph grant,Malaysia,0.300000000,0.4,Positive
2022-06-22 08:36:38+00:00,hanan_464,price good additional rm married single rm bkm ja recipient anyone else impressed increase price good,"Bangi, Selangor",0.515714286,0.532857143,Positive
2022-06-22 08:44:32+00:00,Fazerabaharudin,assistant chief household impressed increase price good well electricity tariff rate,Kuala Lumpur,0.850000000,0.8,Positive
2022-06-22 08:46:54+00:00,IdaR74443570,ically tasawuf knowledge taken empty word knowledge given withholding hunger release fun beauty,"Jawa Tengah, Indonesia",0.100000000,0.35,Positive
2022-06-22 08:53:47+00:00,amlnrsln94,always mcm case good rising help given thankful price good long time help one shot,,0.450000000,0.533333333,Positive
2022-06-22 08:53:47+00:00,amlnrsln94,always mcm case price rising help given thankful price good long time help one shot,,0.325000000,0.5,Positive
2022-06-22 09:16:19+00:00,manjayyyyy,shop food price never able rise rise price chicken last day july going urghhhh ni la rich fuck,"Cheras, Malaysia",-0.175000000,0.598333333,Negative
2022-06-22 09:17:46+00:00,Thiban_ben,cooking oil price chicken price price good people government action control price good government mail stop bkm dollar great,Bestari Jaya (Batang Berjuntai,0.340000000,0.6,Positive
2022-06-22 09:38:43+00:00,jodi_wirawan,though expensive eat food,Bekasi Timur,-0.500000000,0.7,Negative
2022-06-22 09:42:53+00:00,gegardo,price good ejas bg rose good aa scalp chicken scalp,,0.350000000,0.775,Positive
2022-06-22 09:51:52+00:00,TkeyJoe,want buy something next month thing rise buy damn,Kuala Lumpur Federal Territory,0.000000000,0,Negative
2022-06-22 10:15:11+00:00,MiraNaddd,shaking hand never knowing tired tired stress,Malaysia,-0.400000000,0.7,Negative
2022-06-22 10:25:56+00:00,OkaforMaxi,schoolasuu strike farmherdsmen mosquegunmenbomb churchgunmenbomb travel roadkidnappers travel trainbandits graduate schoolno job hungryfood expensive stay homeno fuel light get pvc let vote right po,Nigeria & Malaysia.,0.061904762,0.645238095,Positive
2022-06-22 11:03:11+00:00,AdrianaYasMinn,hungry back work tu mcm tk eat lunch pkl tu need food every minute,"Kuala Lumpur City, Kuala Lumpur Federal Territory",0.000000000,0,Negative
2022-06-22 11:11:47+00:00,samuelashwin,hungry majority day,"North Region, Singapore",0.000000000,0,Negative
2022-06-22 11:20:26+00:00,dsigale,feeding cat bangrak temple regularly today decided expand give street dog around bophut treat quite hungry,"Ko Samui, Thailand",0.000000000,0.076923077,Negative
2022-06-22 11:29:58+00:00,NazriA91,stability important get together often long lasting hunger since losing power,My,0.116666667,0.466666667,Positive
2022-06-22 11:30:33+00:00,aidahssn,hahaha lot scared time hungry came scary,Kuala Lumpur/Jakarta,-0.150000000,0.7,Negative
2022-06-22 11:31:41+00:00,fieza_sudin,shout subway kotaraya jb always case time order toasties feel complaining unfortunately evidence picture hunger always,"Anfield, Gombak",-0.500000000,1,Negative
2022-06-22 11:38:40+00:00,kechekkkkk,mummy work said used say people say food hard know expensive eating maggi thinking little eat rice siel laa,One Piece,-0.326388889,0.580555556,Negative
2022-06-22 11:53:54+00:00,isaabukri,listen additional rm rm continue solve price good let lurve pm rm buy one house wagon know,,0.700000000,0.6,Positive
2022-06-22 11:59:41+00:00,lathifah_nudhar,long time use online food message price expensive k yet added k trus parking application,"Palembang, South Sumatra",-0.275000000,0.55,Negative
2022-06-22 12:01:49+00:00,Kris_404_p,wear got ta stay strong upcoming hunger game ph edition,"Panglao, Central Visayas",0.016666667,0.566666667,Positive
2022-06-22 12:06:47+00:00,yshmn_,hungry wan na keep distracted eat,kuala lumpur ,-0.200000000,0.15,Negative
2022-06-22 12:06:47+00:00,yshmn_,hungry want keep distracted eat,kuala lumpur ,0.000000000,0,Negative
2022-06-22 12:09:44+00:00,encikzapa,many understand term help today called additional help rm get rm want share want ph told tie stomach later,"Kuala Lumpur,Puchong,Putrajaya",0.250000000,0.25,Positive
2022-06-22 12:09:50+00:00,nvtgiri,think think wake cost clutch went day went krl got god good end morning breakfast hungry bgt miss breakfast eat find haha lol,,0.566666667,0.533333333,Positive
2022-06-22 12:13:17+00:00,fieza_sudin,cook sometimes lazy sometimes cannot wait new holiday cook buying outside face example salty crazy would tear hungry,"Anfield, Gombak",-0.178409091,0.601136364,Negative
2022-06-22 12:15:29+00:00,johobaru,conjunction moon price month july okay clear thing use house throw away take clear least add little bit,Johor,0.042500000,0.433333333,Positive
2022-06-22 12:22:24+00:00,g37_Anwar,word value ringgit bouncing compared dollar price good mcm dh control,"Sepang, Selangor",0.700000000,0.6,Positive
2022-06-22 12:27:04+00:00,kadang2panas,hungry la mat one mai ye lazy think let eat,"grandline, soeharto",-0.250000000,1,Negative
2022-06-22 12:35:03+00:00,Frieha,come back tired hungry food table walloped feel bad sbb kenyang masalah betul,,-0.366666667,0.455555556,Negative
2022-06-22 12:39:11+00:00,Dxnixlrun,time hungry hungry night,Bandar Sri Damansara,0.000000000,0,Negative
2022-06-22 12:51:40+00:00,BrotzeitPH,hungry german cooking,,0.000000000,0,Negative
2022-06-22 13:00:07+00:00,Gedeprakarsa,hand ever ceded lemes bgt think hungry,,0.000000000,0,Negative
2022-06-22 13:17:49+00:00,novykayra,future relationship based lie nothing worried nothing lose,Indonesia,0.000000000,0.125,Negative
2022-06-22 13:20:08+00:00,mobijoe73,tomorrow want sell banana wholesale market hopefully cheap sustenance price item gone please offer little usual,"Tok Uban, Kelantan",-0.012500000,0.483333333,Negative
2022-06-22 13:49:49+00:00,GhazaliResab,price rising people weapon opposition attack bn umno,,0.000000000,0,Negative
2022-06-22 14:11:43+00:00,zxmxn,price good went suddenly thought saving want buy shoe feel think time,Yong Peng,0.350000000,0.55,Positive
2022-06-22 14:51:58+00:00,Mohdfaiz13,long ordered help government,"Shah Alam, Selangor",-0.050000000,0.4,Negative
2022-06-22 14:55:28+00:00,AbbyAriffin,watching movie home flat screen tv husband raining outside till fell asleep wake hungry later,Bangi,-0.008333333,0.058333333,Negative
2022-06-22 15:16:02+00:00,luvWWH,clock eating hungry help,,0.000000000,0,Negative
2022-06-22 15:26:02+00:00,broSHAKE,medium statement sheikh umar bagharib bin ali highest ajk dap center johor dap vice chairman june maybe time people road today price good government slow act people continue squeeze cost living,"Paloh, Johor",0.100000000,0.366666667,Positive
2022-06-22 15:26:21+00:00,broSHAKE,food raw good gasoline price rising victim people,"Paloh, Johor",0.131410256,0.370512821,Positive
2022-06-22 16:48:02+00:00,IniFarisImran,hungry clock gradually mekdi wish mahbub apostatized closed store pm,"Kota Tinggi, Johor",-0.100000000,0.1,Negative
2022-06-22 17:36:31+00:00,ategeo,fact anies win cebong ahoker starve right important odgj,Jakarta,0.495238095,0.645238095,Positive
2022-06-22 18:30:34+00:00,babyshima64,price good againhmmmmmm,Planet Marikh,0.700000000,0.6,Positive
2022-06-22 18:47:48+00:00,a_iman09,feel bad food price rise weyh,"Selangor, Malaysia",-0.700000000,0.666666667,Negative
2022-06-22 18:51:03+00:00,tendosouji,hungry store closed,"Putrajaya, Putrajaya Federal T",-0.100000000,0.1,Negative
2022-06-22 20:52:41+00:00,equeen_esmae,clock morning hungry early fall clock wake cook rice fry egg,"Kuala Terengganu, Terengganu",0.100000000,0.3,Positive
2022-06-22 22:22:31+00:00,_riixal,cat always got worried whenever toilet distirbing cute way,W.P Kuala Lumpur,0.233333333,0.5,Positive
2022-06-22 22:55:26+00:00,LenyMaszura,hour hungry eat,"Aceh, Indonesia.",0.000000000,0,Negative
2022-06-22 23:03:51+00:00,ApeLoeKadrun,sdh typo tp msh fried aja lizard ngeles klo starving free gw ga ga opinion pity demo order lonely hr kitchen remains awaited yes arrival,"DKI Jakarta, Indonesia",0.066666667,0.566666667,Positive
2022-06-22 23:06:29+00:00,SKZFelix8,read comment ny flx collab color coding yt saw comment worried might overtake title song stream support flx sharing,STREAM MANIAC,0.000000000,0,Negative
2022-06-22 23:36:04+00:00,wansul66,buy delicious food cannot buy appetite buy expensive soft mattress cannot buy sleep well buy car big house cannot buy happiness ustaz tuan ibrahim tuan man jeram study,"Kota Bharu, Kelantan",0.260000000,0.47,Positive
2022-06-22 23:54:25+00:00,yaakub_abu,belly wear barbecue,,0.000000000,0,Negative
2022-06-23 00:35:40+00:00,abdmuthol,cooked rmh pakde long travel starvation mojokerto,,-0.050000000,0.4,Negative
2022-06-23 01:00:42+00:00,ntyrhghns,salary malaysian mostly underpaid cost rising price tally pay level cm siel,,0.500000000,0.5,Positive
2022-06-23 01:09:13+00:00,jhnhctrxx,feel ashamed turnout incident since happened work time apology fellow workmate worried disturbed happened last night appreciate message love support,,0.250000000,0.333333333,Positive
2022-06-23 02:02:47+00:00,ajohnajona,last night kayra saw journasic world always saw cute dinasour cartoon crazy movie time middle hall see asked baby dinosaur angry hungry,,-0.120000000,0.593333333,Negative
2022-06-23 02:08:46+00:00,nazura93,price raw good must brought help malaysian family le many day kemon laaa want solution instead sugar,"Johor Bahru, Johor",0.323076923,0.520512821,Positive
2022-06-23 02:14:38+00:00,Hfizbhrdin,joke one rm rm burden trying lighten price raw good increase item raw story another spending,,0.079487179,0.507692308,Positive
2022-06-23 03:03:27+00:00,anvllagyrs,toby hungry,,0.000000000,0,Negative
2022-06-23 03:20:14+00:00,rshazrin,hungry lunch,"Damansara, Selangor",0.000000000,0,Negative
2022-06-23 03:25:52+00:00,priyo_kusmiarto,heh plot mbok cheated long bean early morning hungry,"yogyakarta, indonesia",0.025000000,0.35,Positive
2022-06-23 03:52:46+00:00,pipimontok,next month food price especially chicken dad rm compared price,"Bandar Kuala Lumpur, Wilayah P",-0.500000000,0.5,Negative
2022-06-23 04:04:40+00:00,izzatiensa,today busy clock hungry,"Johore, Malaysia",0.100000000,0.3,Positive
2022-06-23 04:20:28+00:00,Apenglah,bye malaysia price good rising want batam,Patin Rock City,0.700000000,0.6,Positive
2022-06-23 04:34:57+00:00,OhhPian,day shift make le eating hungry workload,Guess what?,0.000000000,0,Negative
2022-06-23 05:01:07+00:00,d_banggol,subsidy withdrawn people tie stomach matter much look help b said group,,0.200000000,0.2,Positive
2022-06-23 05:17:52+00:00,bananasoftiee,cat love sleeping together muchyesterday slept subuh pm woke meowing hungry went downstairs eat went back bed sleep againlt,Jamaica,0.250000000,0.3,Positive
2022-06-23 05:28:17+00:00,mundhri03180616,price good rise power community weakpusing,Aceh indonesia,0.700000000,0.6,Positive
2022-06-23 06:20:07+00:00,dinaharyanni,eating lunch already good condition eating stomach containing saking ga ever hungry every day,,0.700000000,0.6,Positive
2022-06-23 06:36:52+00:00,haikalahmad_dj,hot sunny day spent minute walking around find great local food hungry,Malaysia,0.237500000,0.425,Positive
2022-06-23 06:48:41+00:00,fenypermatasari,today break ayus immunization dr miza feeling listen live ig directly feeding rule point dokmet dr deva say must consistent child know get hungry full home,Jkt-Sby-Sgr-Pctn,0.209090909,0.425,Positive
2022-06-23 07:12:32+00:00,AlessakhanAK,everyone get bkm cancel je la budget bkm tu help solution price good value currency lower total income non parallel living cost,Selangor Darul Ehsan,0.233333333,0.45,Positive
2022-06-23 07:46:23+00:00,juani_affendi,price food price rising controlling inflation afraid people angry want mention cent fat rice x leh dah cannot make memory,,-0.550000000,0.95,Negative
2022-06-23 08:31:36+00:00,nysajennerr,often hungry ghisau bethol,🇲🇾,0.000000000,0,Negative
2022-06-23 09:00:16+00:00,EncekSiputEnsem,everything delicious popcorn wet,"Johore, Malaysia",0.450000000,0.7,Positive
2022-06-23 10:05:44+00:00,ruffleseed,discard subsidy open malaysian family shop people money sell cheaper competitive good small trader boss style deal price good rising,Malaysia,0.287500000,0.525,Positive
2022-06-23 10:19:35+00:00,marqisezech,someone tabao fried food train hunger,Singapore,0.000000000,0,Negative
2022-06-23 10:22:25+00:00,kaymohdbusy,kannn price wet good expensive july st july,Kuala Lumpur,0.033333333,0.566666667,Positive
2022-06-23 10:51:33+00:00,StevieBoy81,stomach hungry mouth hungry, 🇵🇭🇺🇸,0.000000000,0,Negative
2022-06-23 10:58:25+00:00,FathiJalil,read blog fb group chicken place lot pitek side say chicken hungry side calling ahhh already javanese malaysia celebrate difference never someone invited,Tanjong Karang ⬅️➡️ Shah Alam,-0.600000000,0.95,Negative
2022-06-23 11:37:01+00:00,kordialmangga,mind notice one noticed effect rising price spending single income fuhh next year layla school fuh fuh,,-0.035714286,0.107142857,Negative
2022-06-23 11:49:02+00:00,ctnanad,pest tell without thinking want everything price confirm la org save money,Ipoh,0.000000000,0,Negative
2022-06-23 12:31:27+00:00,komunitisaham,two degree one stomach another additional allowance rm k hok ni bit dock kate rich get richer poor get poorer,Malaysia 🇲🇾,-0.012500000,0.675,Negative
2022-06-23 12:44:57+00:00,Epoolz_,day tiring tired hungry night rest sleep tomorrow start routine,"Malacca, Malaysia",-0.400000000,0.7,Negative
2022-06-23 12:51:29+00:00,ShikdarMunni,yeah really worried local going stare vlike grammy,,0.100000000,0.1,Positive
2022-06-23 13:13:45+00:00,changbinvv,best bacotin tell eat bastard gw hungry eat gw eat forever,seo changbin,1.000000000,0.3,Positive
2022-06-23 13:42:41+00:00,qishdarleena,waste time stress read news good baking item started rise holiday holiday,Galaksi Bunasakti,0.250000000,0.3,Positive
2022-06-23 13:52:30+00:00,syirasuman,think tie take care,Malaysia,0.000000000,0,Negative
2022-06-23 13:53:09+00:00,_nadiaaaaaa_,eatery want make modern way use qr code order make sure case adoy stress order possible order hungry usiio,malaysia,0.233333333,0.72962963,Positive
2022-06-23 15:10:53+00:00,KcVixs,worry worry worried,,0.000000000,0,Negative
2022-06-23 15:34:39+00:00,MirzaGA6,habit ya every night hungry continues e,,0.000000000,0,Negative
2022-06-23 15:36:23+00:00,armieshinshin,one moment happy excited thrilled anxious worried sad,"Bacoor, Calabarzon",0.205000000,0.89,Positive
2022-06-23 15:40:23+00:00,svrvh101,reading price good feel pity family really tight able pray double household income,Malaysia,0.184285714,0.342142857,Positive
2022-06-23 16:10:52+00:00,muhdshahariff,ah bodo auto hungry story sausage anchovy,,0.000000000,0,Negative
2022-06-23 17:06:57+00:00,LJP987,champion driver slightly worried,"Bangkok, Thailand",-0.166666667,0.166666667,Negative
2022-06-23 17:17:44+00:00,Thiban_ben,netizen price good minister story let first,Bestari Jaya (Batang Berjuntai,0.475000000,0.466666667,Positive
2022-06-23 18:20:08+00:00,latteandflower,hungry feel free eat,🇲🇾🇰🇷,0.400000000,0.8,Positive
2022-06-23 23:57:30+00:00,Hannani_Kamal,minister deputy director one use pay expensive salary raise price good tariff develop gap bland,"seberang jaya , pulau pinang",0.011111111,0.711111111,Positive
2022-06-24 00:20:37+00:00,syuhadahjep,hungry man buy canai bread lazy wait hmmoreo tu got topup tu,,-0.250000000,1,Negative
2022-06-24 00:24:00+00:00,_syamimiasyrah,breakfast sweet potato milkoats hungry day want eat rice jugak,in your heart,0.350000000,0.65,Positive
2022-06-24 00:47:26+00:00,friskaditha,nothing feel hungry,JAKARTA,0.000000000,0,Negative
2022-06-24 01:20:45+00:00,TanSri_AlHakim,stupid people stupid defend price good yes tohannnnnnnnn,bumi allah swt,-0.300000000,0.866666667,Negative
2022-06-24 01:21:17+00:00,jn_moonsun2122,thanks response sayin imho exactly happened povs moo worried cuz tired cry recorded letter said want rest moo assuming want rest part letter,Radishes Field,0.016666667,0.383333333,Positive
2022-06-24 01:26:20+00:00,sobri,confirmation replication competent virus long covid yet next discovery worried date think rna antigen found live virus changed really looking airborne hiv,"Meguro, Tokyo",0.157272727,0.353333333,Positive
2022-06-24 01:27:05+00:00,WastamBin,puaghee cc breakfast kak yes negro,8management.com CP @jusuflong,0.000000000,0,Negative
