Datetime,Username,Text,Translated_Tweets,Cleaned_Tweets
9/3/2023,Z Z??,dye macam lapar tapi tak hahaha tah lahh nak makan. tak boleh tgh ganti puasa ??,dye is hungry but not hahaha tah lahh want to eat. Can't you change fasting ??,dye hungry hahaha tah lahh want eat cant change fasting
9/3/2023,JACK f×cks DOGS,"Kek gini kali rasanya banting tulang. 
Mata perih kurang tidur 
Pikiran pusing
Badan lelah
Perut lapar
Yang penting semangat biar bisa halalin si ompol kecap kurap
@savira_warda","This cake is like a bone that tastes.
Eyes about less sleeping
The mindset
The body of tiredness
Hungry
The important thing is to be halaline the ompol is gone
@savira_warda",cake like bone taste eye le sleeping mindset body tiredness hungry important thing halaline ompol gone
10/3/2023,Ooi Beng Cheang,"Mana je kau pergi, orang kampung pandang kau dengan hina kat kau sebab kau takde kerja, tidur bawah pokok. Selepas seminggu kau lapar sangat, curi buah dari dusun makan. Orang kampung nampak dan mengamuk, belasah kau dan ikat kau kat pokok...","Wherever you go, the villagers look at you despicable because you don't work, sleep under the tree. After a week of hungry, steal the fruit from the orchard. The villagers see and rag, you have a crush and tie you to the tree ...",wherever go villager look despicable dont work sleep tree week hungry steal fruit orchard villager see rag crush tie tree
10/3/2023,qilah,"Bab makan dan lapar ni jangan uji kesabaran aku. Dia boleh menggeletis video call member dia depan mesin tu dok ulang aku tak reti aku tak reti, eh geram ek","This eating and hungry thing is not to test my patience. He can scratch the video call member in front of the machine that dock I don't retire I don't retire, eh angry",eating hungry thing test patience scratch video call member front machine dock dont retire dont retire eh angry
10/3/2023,niza,@NH3309 Lapar terus tgk lontong tu,@Nh3309 hungry continuing to see,hungry continuing see
10/3/2023,Ende Holidays,"Perut sudah lapar rasanya
Kepengen makan nasi rendang
Kamu dan pemandangan alam itu sama
Sama sama enak dipandang","The stomach is hungry it tastes
Kids eat shredded rice
You and the views of nature are the same
Equally tasty",stomach hungry taste kid eat shredded rice view nature equally tasty
10/3/2023,BearGemuk,Lapar plak… tu la makan awal sgt,Hungry plaque ... he eats early,hungry plaque eats early
11/3/2023,ngohey,"@sotongmalas Cannot. Eat - cry - eat. Baru dapt makan lebih. Nangis requires energy. Lepas nangis lapar lagi. Kalau nangis dulu baru makan, bihun goreng kosong takda goreng pun tak habis","@sutongmalas cannot. Eat - Cry - Eat. Just eat more. Crying for energy. After crying again. If you cry before eating, empty fried vermicelli is not fried",eat cry eat eat cry energy cry cry eating empty fried vermicelli fried
11/3/2023,Izad Abas ????,Tak boleh tidur lepas tu lapar,Can't sleep after being hungry,cant sleep hungry
11/3/2023,Lekir Jambang ????,10:30 malam hingga 12:45 tngh malam dalam 4 orang berurut. Fit juga tenaga aku dalam diam senanya. Lapar kemudian jangan kata pula.,10:30 pm to 12:45 pm in 4 people. Fit is also my energy in silence. Hungry then don't say it anyway.,pm pm people fit also energy silence hungry dont say anyway
11/3/2023,aswad,Dasar lapar perhatian ?? Kau ingat movie ke datang last minute Pastu pompuan tu cancel wedding dia hahahhahahah https://t.co/oIcFtrElSP,Hungry attention ?? You remember the movie to come last minute past the pump that cancel her wedding hahahhahahah https://t.co/oicftrelspp,hungry attention remember movie come last minute past pump cancel wedding hahahhahahah
14/3/2023,Arifin NK,"@JulBayur3 Jeruji besi besi...??? Koruptor dan tukang suap ternyaman hanya ada di Indonesia. Miliaran bahkan triliyunan uang negara digarong tapi hukumannya nggak sepadan! giliran maling singkong karena lapar hukumannya,wow it's amazing! Bahkan ada penyuap yang ngumpet!","@Julbayur3 Iron Iron ... ??? Corruption and bribes are only available in Indonesia. Milk even the country's money trillers are being treated but the punishment is not the same! It is a hungry turn for hungry, wow it's amazing! There is even a lifter of lumps!",iron iron corruption bribe available indonesia milk even country money trillers treated punishment hungry turn hungry wow amazing even lifter lump
14/3/2023,Paksheikh,"@syhr Saya lapar,saya nak makan.Awak dah makan?","@syhr I'm hungry, I want to eat.",im hungry want eat
14/3/2023,Syauti_a,"Lapar, mencari satey.
15 daging, 15 ayam,2 ketul nasi impit. Total Rm 26.
Murah ke murah?
Hanya di Yus Satey keramat, berhadapan Masjid kubu gajah,  sungai buloh.
Mana nak cari 2023 di Sungai buloh Satey Ayam 0.80, Satey Daging 0.80. 
#kitajagasungaibuloh https://t.co/d3Fo57YcSJ","Hungry, find satey.
15 meat, 15 chicken, 2 tablespoons of rice. Total RM 26.
Cheap to cheap?
Only at Yus Satey Keramat, opposite the Elephant Fort Mosque, Sungai Buloh.
Where to find 2023 in Sungai Buloh Satey Chicken 0.80, satey meat 0.80.
#kitajagasungaibuloh https://t.co/d3fo57ycsj",hungry find satey meat chicken tablespoon rice total rm cheap cheap yus satey keramat opposite elephant fort mosque sungai buloh find sungai buloh satey chicken satey meat
14/3/2023,EKA,staff CIMB senawang mmg mcm sial ke perangai? kau nak tengking2 orang sebab kau bosan + lapar. butho,Staff CIMB SENAWANG mmg mcm damn to temper? You want to spit on people because you're tired of being hungry. butho,staff cimb senawang mmg mcm damn temper want spit people youre tired hungry butho
14/3/2023,al,"Kecewa dgn 4fingers. Guna shopee food, Order set add on nasi, dia bg set je :( org dh la tgh lapar, bayar kot ermm masa nak refund dia mntk gmbr adk tgh mkn maleh dh la, boikot 4 fingers","Disappointed with 4fingers. Use Shopee Food, order set add on rice, he bg set je :( org dh la tgh hungry, pay kot ermm when he wants to refund he is gmbr adk tgh mkn maleh dh la, boycott 4 fingers",disappointed finger use shopee food order set add rice bg set je org dh la tgh hungry pay kot ermm want refund gmbr adk tgh mkn maleh dh la boycott finger
14/3/2023,Baba Rayyan,@STresnowat1 Kesiannya kamu ni.. lapar perhatian..??,@Stressnowat1 your pity .. hungry attention .. ??,pity hungry attention
14/3/2023,A M I R A ♡,"dah makan lunch awal, confirm pukul 4 atau 5 nanti lapar balik","Have eaten lunch early, confirm at 4 or 5",eaten lunch early confirm
14/3/2023,Sya,Lapar youu. Baru nak dinner nasi ayam pukul 1.50 pagi waktu malaysia. Lol https://t.co/K4UuTqW0S6,Hungry youu. New to dinner chicken rice at 1.50am Malaysia time. Lol https://t.co/k4uutqw0s6,hungry youu new dinner chicken rice malaysia time lol
14/3/2023,Qiz Balqis • Takaful & Property,Saya lapar tapi saya ngantuk. Burger dengan air ada kt sebelah. Boleh tak makan dalam mimpi je ? ??,I'm hungry but I'm sleepy. Burger with water is on the side. Can't you eat in a dream? ??,im hungry im sleepy burger water side cant eat dream
15/3/2023,khalisah ??,Tapi tulah lapar benor skrg ni.. nak masak megi rasa berdosa pada badan ??,But this is a hungry hungry now .. Want to cook a sin on the body ??,hungry hungry want cook sin body
15/3/2023,kien.,lapar gila astu mak masak nasi goreng ada telur pula ??,Hungry crazy mom cook fried rice with eggs anyway ??,hungry crazy mom cook fried rice egg anyway
15/3/2023,نيسا ??,"Pukul 3 dah makan dgn husband, pastu lapar, pukul 6 lebih makan lagi. Ni lapar balik, apebenda ni perut ?? naii badannya tak jugak. Lauk pon dah habis, malas dah nak memasak malam2","At 3 o'clock eating with your husband, it's hungry, 6 o'clock. Is this hungry back, what is the stomach ?? Naii his body is not good. The fish is over, it's lazy to cook the night",oclock eating husband hungry oclock hungry back stomach naii body good fish lazy cook night
15/3/2023,SH ??,"@nuna_winna Kann, i pulak pattern makan tgk phone, dri lapar, tgk video concert trus hilang selera.. teruk betul ????????","@nuna_winna kann, i pulak pattern eating tgk phone, drip hunger, tgk video concert trus losing appetite .. really bad ????????",kann pulak pattern eating tgk phone drip hunger tgk video concert trus losing appetite really bad
15/3/2023,iqbal saudagar,"Burger tak murah ,tak mahal tapi sedap.. #burgertime #burgerlove #burgercrispy #burgersedap #burgermurah #gombakdelivery #gombakfooddelivery #fooddelivery #selayangfooddelivery #gombak #selayang #selayangbaru #selayangmall #batucaves #batucavesfood #lapar #laparke https://t.co/nhjMHS20pI","Burger is not cheap, not expensive but tasty .. . CO/NHJMHS20PI",burger cheap expensive tasty conhjmhspi
15/3/2023,wanie ??,"Balik dari hospital memang cari nasi, lapar teruk","Back from the hospital is looking for rice, bad hungry",back hospital looking rice bad hungry
15/3/2023,suga sexy,Aku ni lapar tapi nak kurus. Tadi dah makan nasi. :'),I'm hungry but I want to be skinny. I had eaten rice. : '),im hungry want skinny eaten rice
15/3/2023,A M I R A ♡,lately ni cepat lapar tapi kalau makan mesti tak habis,Lately this is hungry but if you eat it must never be,lately hungry eat must never
15/3/2023,deela,Kenapa ye org kata air gula x sedap.. aku hritu rasa sedap je ?? relax je mcm minum sirap ?? maybe sbb lapar & haus kot dh puasa semalaman ?? https://t.co/jK2hj1k4Yd,Why do you say sugar water x is delicious .. I feel good? relax je mcm drink syrup ?? maybe as hungry & thirsty fasting overnight ?? https://t.co/jk2hj1k4yd,say sugar water x delicious feel good relax je mcm drink syrup maybe hungry thirsty fasting overnight
15/3/2023,Annisa Tamara ??,"Sarapan nasi kuning jam 7, jam segini udah lapar!","Yellow rice breakfast at 7 o'clock, this time is hungry!",yellow rice breakfast oclock time hungry
15/3/2023,yanut,Lemah betul kalau shopping barang dapur time lapar ni ??,Is it really hard to shopping for this hungry kitchen item ??,really hard shopping hungry kitchen item
15/3/2023,ain.sebbie | ✨???????????????? ????-??????????✨,"@SyahidahDarmawi I seeeeee. Sbb family i jenis berbuka kuih2 je, lepas terawih baru dinner nasi, sebab tu sahur tu belum lapar. Tahun ni plan berbuka nak berbuka dgn nasi pulak, tp tgk la nanti terawih cemana dah kenyang tu ????","@SyahidahDarmawi I SEEEEEE. As a family I kind of breaking the cake, after the new dinner of the rice dinner, because it was not hungry. This year the plan is to break up with rice, but it's not too late ????",seeeeee family kind breaking cake new dinner rice dinner hungry year plan break rice late
15/3/2023,behave,Duduk rumah tak rasa lapar wpun makanan sentiasa dpn mata. Tapi bila kt office… 24jam fikir psl makanan. Adakah kesimpulannya jgn pegi office demi menjauhi kegemukan,Sitting at home does not feel hungry even if the food is always with the eyes. But when the office ... 24 hours think about food. Does the conclusion do not go to the office to avoid obesity,sitting home feel hungry even food always eye office hour think food conclusion go office avoid obesity
15/3/2023,ادي هاريث????????,Masuk office pagi ni rasa lapar yg amat. ??,Entering the office this morning is a great hungry. ??,entering office morning great hungry
15/3/2023,menahan diri,Haaa..dah macam ni tak tidur lagi. Memang cari nahas. Kan dah lapar,Haaa..it's not like this anymore. It's a crash. It's hungry,haaaits like anymore crash hungry
16/3/2023,jaa | online business owner ✨,Hari ni makan dah banyak tapi masih lapar,Today is a lot of food but still hungry,today lot food still hungry
16/3/2023,ali,dah 4 train ye sampai aku masih tak dapat naik HUAAAAAAA dah la tengah lapar ni,already 4 train ye until i still can't climb huaaaaaaa it's hungry,already train ye still cant climb huaaaaaaa hungry
16/3/2023,MyLittleJourney,masa ni kau lapar pun tak heran dah dengan makanan ?? https://t.co/LShuRfelr1,Do you even have to be hungry for food ?? https://t.co/lshurfelr1,even hungry food
16/3/2023,nina-syazna??????,"Sikgor for lunch.
 Walaupun dah tak lalu tapi sebab lapar ku telankan Jebat!","Sikgor for lunch.
 Although it's not gone but because of my hungry, it is a jerk!",sikgor lunch although gone hungry jerk
16/3/2023,fatinkeprawi,"Mata mengantuk,perut lapar ??","Sleepy eyes, hungry stomach ??",sleepy eye hungry stomach
16/3/2023,natsume142,"Lapar.. tak sabar time lunch, bawa bekal ikan tempoyak","Hungry .. Can't wait for lunch time, bring tempoyak fish supplies",hungry cant wait lunch time bring tempoyak fish supply
16/3/2023,Fadd Yeager,Lapar tapi malas nak buka mulut,Hungry but lazy to open your mouth,hungry lazy open mouth
17/3/2023,Marsya,"Apparently only after marrying me Syahmi baru dengar “lapar nasi”.

Ingat semua orang pun ckp lapar nasi(?) esp bila.. nak nasi? ??","Apparently only after marrying me Syahmi just heard ""hungry rice"".

Remember everyone is hungry rice (?) ESP when .. Nak rice? ??",apparently marrying syahmi heard hungry rice remember everyone hungry rice esp nak rice
17/3/2023,. : : MNA : : .,Nasi lemak ayam 2 ketul for dinner. Lunch konon2 kenyang tak lapar sangat sebab busy. Office mate tapaukn pun tak usik. Bila dah malam ni lapaqq betul. Haha ✌️✌️ https://t.co/HHyA4n0OUu,Chicken fat rice 2 tablespoons for dinner. Lunch is supposed to be full of hungry because it's busy. The office mate is not even smiling. When it is late tonight is right. Haha ✌️✌️ https://t.co/hhya4n0ouu,chicken fat rice tablespoon dinner lunch supposed full hungry busy office mate even smiling late tonight right haha
17/3/2023,PQ,Jenis lapar tapi taknak makan nasi,Hungry type but not eat rice,hungry type eat rice
17/3/2023,Mimie ????‍♂️,Jgn la main² dgn orang lapar.Lagi² yg jenis baran mcm aku ni…?? https://t.co/hACTThsgHv,Don't play with hungry people. https://t.co/hactthsghv,dont play hungry people
17/3/2023,Aisya Aurora,Sorry baby today mommy busy sgt. Baby tendang2 mommy kuat sebab lapar tadi. Rehat mommy lmbt arini. Maaf ya ??,Sorry baby today mommy is busy. Baby kicks mommy is strong because of hungry. Mommy's rest. Sorry ??,sorry baby today mommy busy baby kick mommy strong hungry mommy rest sorry
17/3/2023,Lee SlimShady,"Betapa pedihnya si miskin dan anak yatim menahan lapar kerana tak punya wang untuk makan. Rai kan lah mereka yg kurang bernasib baik kerana itu akan mendekatkan dirimu dgn taqwa. Salam Ramadhan buat Dato' @FranticKL 

(Petikan ayat: Matthew 23:12)","How painful the poor and orphans are hungry because they have no money to eat. Rai is the less fortunate because it will bring you closer to the piety. Ramadan for Dato '@frantickl

(Excerpt of Verse: Matthew 23:12)",painful poor orphan hungry money eat rai le fortunate bring closer piety ramadan dato excerpt verse matthew
17/3/2023,????????,At this hour I rasa nak kejut Fendi main masak2 bc im hungry :) tapi member is tired dan I takleh tengok dia penat. I’ll let him rest sampai sudah tapi tu lah lapar ni ??,At this hour I feel like I'm shocking Fendi to cook2 bc im hungry :) but member is tired and I can't see him tired. I'll let him rest until it's hungry ??,hour feel like im shocking fendi cook bc im hungry member tired cant see tired ill let rest hungry
18/3/2023,PU liss ????,"Tengok iChang ni makan tengah-tengah malam, lapar! Tapi kita tak boleh la melantak malam-malam. Lari diet nanti.","Look at Ichang's lunch, hungry! But we can't go out at night. Run a diet later.",look ichangs lunch hungry cant go night run diet later
19/3/2023,Λιηι ,"Aku taktau la lapar ke tak. Dah tu dari td duk buang air, ada la dalam 3 kali keluar masuk toilet within 1 hours. Menjadi2 bunyi perut kosong tu ??","I was hungry. That's it from the water, there are 3 times in and out of the toilet within 1 hours. Be the sound of that empty stomach ??",hungry thats water time toilet within hour sound empty stomach
19/3/2023,Λιηι ,"Aku dah rasa kenyang dah tp tengah duduk2 kedengaran bunyi perut ""lapar"" ??","I feel full already when I sit in the sound of ""hungry"" stomach ??",feel full already sit sound hungry stomach
19/3/2023,ⓘ YobSebenar,Aku barai betul ni. Tapi lapar tapi barai nak keluar. Bimbo ke ek kalau gini?,I'm a good thing. But hungry but I want to come out. Bimbo to ek if this is it?,im good thing hungry want come bimbo ek
20/3/2023,amèl,YA ALLAH SYUKUR GILA WEH LUAR RUMAH AKU PAKAI SOLAR LAMP kt area parking kete- jadinya takdela satu rumah gelap. ?? kalo satu rumah takde sekelumit cahaya confirm aku dah nangis td sebab sesorang je kat rumah. dahla lapar takdan nak makan.,Oh my God is crazy outside the house I use solar lamp in the parking lot- so it's a dark house. ?? If one house was not a little light confirmed I was crying because someone was home. It's hungry to eat.,oh god crazy outside house use solar lamp parking lot dark house one house little light confirmed cry someone home hungry eat
20/3/2023,αɳყα ժíղҽɾօ ??,"Faham tak, aku rasa lapar tapi tak rasa nak makan? Hm dah empat hari macam ni. Makan sikit je, pastu dah taknak hmm this is not me!","You know, I feel hungry but don't feel like eating? Hm it's been four days like this. Eat a little bit, I don't want to hmm this is not me!",know feel hungry dont feel like eating hm four day like eat little bit dont want hmm
20/3/2023,Sofea,Lapar aku ni mmg takleh bawak bincang. Mmg lapar betul ye setiap masa??,I'm hungry for me to talk. Do you really hungry all the time ??,im hungry talk really hungry time
20/3/2023,Rosniah Abdullah,"Flight dah sampai lewat malam, perut lapar, tapi kedai makan/cafe tutup dah. Tak convenient langsung. #klia https://t.co/cbHX6uP3uj","The flight is late at night, the stomach is hungry, but the eatery/cafe is closed. Not a direct convenient. #klia https://t.co/cbhx6up3uj",flight late night stomach hungry eaterycafe closed direct convenient
20/3/2023,WOOF??,Lapar. Makan kt rumah jelah.  6 hours to go,Hungry. Eat at home. 6 hours to go,hungry eat home hour go
20/3/2023,????????????.??????????,@TunHitler Faham . Nak kata lapar . X sangat pon . Peanut butter boleh kot . Kacang jugak ??,@Tunhitler understand. I want to say hungry. X is very pounds. Peanut butter can coat. Peanut butter ??,understand want say hungry x pound peanut butter coat peanut butter
20/3/2023,????????????'?? ??,Lapar lah aku ni. Nak masak apa eh.,I'm hungry. What to cook.,im hungry cook
20/3/2023,N E Y R A,Lapar. Nak McD. Tapi pakcik bas tak habaq berapa minit stop sini. Tanya banyak Kali dia diam je. Pakcik bas ni bisu ke huuuuuuu https://t.co/SqkAD6OBlb,Hungry. Nak McD. But the bus uncle didn't have a few minutes to stop here. Ask him many times. This bus uncle is dumb to Huuuuuuu https://t.co/sqkad6oblb,hungry nak mcd bus uncle didnt minute stop ask many time bus uncle dumb huuuuuuu
20/3/2023,Papayen (Adzren Adnan),"@Ariff_ft_ezlan @imranasyraff @sofearozaidi_ Betul, tp silap sy jugak, facts tak tepat. Facts kena tepat baru ok. Sama mcm kalau org tanya knp kena solat. Kita pulak jwb sbb solat ni adalah senaman utama utk kuruskn badan kurangkan lapar selain tiang agama. Kn salah tu...","@Ariff_ft_ezlan @imranasyraff @sofearozaidi_ right, but wrong and jugak, facts inaccurate. Facts have to be just right ok. The same is true if they ask for prayer. We are back in this prayer as a major exercise to lose weight of hunger than religious pillars. That's wrong ...",right wrong jugak fact inaccurate fact right ok true ask prayer back prayer major exercise lose weight hunger religious pillar thats wrong
21/3/2023,✨Beef Liver Supremacy✨ ?? Isotret ??,"@iezasevda Dah la tak berjuang lawan lapar pun masa bulan puasa, pastu komplen harga baju raya mahal ????","@iezasevda is not fighting for hungry during the fasting month, sure the price of the shirt is expensive ????",fighting hungry fasting month sure price shirt expensive
21/3/2023,?? ?? ?? ?? ?? ??,Aku lapar aku sakit perut ?? ke sebab tadi makan laksam weh ??,I'm hungry I have a stomach ache ?? Why did you eat Laksam weh ??,im hungry stomach ache eat laksam weh
21/3/2023,JIJO FIGHTER??,@GhazaliPuteh okey bagi sikit nanti makanan tu lapar,@Ghazaliputeh okay for a little bit of food,okay little bit food
21/3/2023,JIJO FIGHTER??,lelaki kalau lapar dia cari makan dulu..perempuan kalau dia lapar dia tak cari makan dulu! tapi dia cari pasal dulu barulah cari makan....????,Men if he is hungry he is looking for food first ... a girl if he is hungry he won't look for food first! But he was looking for something first and then he was looking for a meal .... ????,men hungry looking food first girl hungry wont look food first looking something first looking meal
21/3/2023,Mala????,Sbentar lagi sdh bulan puasa harus kuat tahan nafsu dn lapar??✌️ https://t.co/ixy8eduE5x,Sometimes the fasting month should be strong and hungry ?? ✌️ https://t.co/ixy8edue5x,sometimes fasting month strong hungry
21/3/2023,Logan ??,"Sambung redah jem..
Ada org area shah alam nak lunch sama?

Lapar weiii.. https://t.co/y3LXim3t2C","Connect the jam ..
Is there a shah nature area for lunch?

Hungry weiii .. https://t.co/y3lxim3t2c",connect jam shah nature area lunch hungry weiii
21/3/2023,Raihana_Aai (2nd acc),sbb hari ni kene amek darah dengan perut lapar semua haihh,Today here is bloodshed with hungry stomach all the haihh,today bloodshed hungry stomach haihh
21/3/2023,Qahhh ☂️,"Saya lapar, saya mahu makan kek ??","I'm hungry, I want to eat cake ??",im hungry want eat cake
21/3/2023,??,"So today makan toasted bread & mee kari je kat secret recipe. Now dah lapar nasi, dasar perut melayu lah sehari tk dpt nasi tk boleh ??","So today eat toasted bread & curry in secret recipe. Now it's hungry for rice, the bottom of the stomach is not a day without rice?",today eat toasted bread curry secret recipe hungry rice bottom stomach day without rice
22/3/2023,Sofia??,"@yw_w26 @masBUNG3 @FOODFESS2 @sebutsajakucing trueee, di jam jam bangun tidur abis sahur, perut itu keroncongan lapar gak jelas, tapi abis itu biasa ajaa sampe maghrib","@yw_w26 @masbung3 @foodfess2 @sebutsajakucing trueee, in the clock waking up after the bed, the stomach is hungry, but it is normal",trueee clock waking bed stomach hungry normal
22/3/2023,???? عزتي ذوالقرنين,@askrapidkl memang tak boleh nak sediakan air or roti ke kalau ada problem macam ni. Aku rasa nak marah gila lapar penat dari pukul 7 tadi dari Kelana Jaya. Pukul 10 baru sampai Dato' Keramat.  Shiballl.,@askrapidkl really can't prepare water or bread if you have any of these problems. I think I want to get angry at 7 o'clock from Kelana Jaya. At 10 o'clock until Dato 'Keramat. Shiballl.,really cant prepare water bread problem think want get angry oclock kelana jaya oclock dato keramat shiballl
22/3/2023,Goddess of the Night??✨,Aaarghhh vid ameng dah keluar. Excited lain macam kalau awal bulan puasa ni. Auto lapar ??,Aaarghhh vid Ameng is out. Excited something like the beginning of this fasting month. Auto hungry ??,aaarghhh vid ameng excited something like beginning fasting month auto hungry
22/3/2023,Kalila ????,@AsmaAzha Weh apa simptom gdm hg paling ketara eh? Aku memang boleh tahan lapar tapi risau dlm perut ni haa. Tak makan denyut² perut aku.,@Asmaazha weh what is the most significant GDM HG symptom eh? I can really be hungry but worry in this stomach haa. I didn't eat my stomach.,weh significant gdm hg symptom eh really hungry worry stomach haa didnt eat stomach
22/3/2023,Kalila ????,"Harap esok puasa ok la. Bfr this try ganti puasa, pukul 11 dah kena bukak sbb lapar gila. Siap muntah². Now, alahan pun dah kurang. Insyaallah nak puasa full. https://t.co/oAHFQegq8d","Please fast tomorrow ok. BFR this try to change the fast, at 11 o'clock. Ready to vomit. Now, the allergy is low. InshaAllah wants to fast full. https://t.co/oahfqegq8d",please fast tomorrow ok bfr try change fast oclock ready vomit allergy low inshaallah want fast full
22/3/2023,????????????.??????????,"Siang ni lapar . Menahan lapar nya lah aku ni . Cut segala gula bagai . Air pon dah habis 2 liter . Kejap lagi malam lagi lah aku lapar . So aku dinner before 7pm ?? kalau lapar jugak aku bancuh milo . Pastu tidur awal, jam 12 dah tidur . Selagi aku berjaga, selagi tu aku masak","This afternoon is hungry. Hold on to my hunger. Cut all the sugar. The water is running out of 2 liters. I'm still hungry at night. So I'm dinner before 7pm ?? If I was hungry I would mix Milo. Sleep early, 12 o'clock. As long as I'm awake, as long as I cook",afternoon hungry hold hunger cut sugar water running liter im still hungry night im dinner pm hungry would mix milo sleep early oclock long im awake long cook
22/3/2023,Voney,Lapar tapi ga nafsu makan,Hungry but not eating,hungry eating
22/3/2023,Marsya,Risau weh aku time mcm ni dah lapar nanti puasa harap ok amin,Worried that I time is hungry then fasting please ok amen,worried time hungry fasting please ok amen
22/3/2023,linda salihin,"@_NazriH Tak bukak kat sekolah anak sy. Masa pra pun dah x serve makan. Budak2 baya 6-7 thn balik dah macam udang terbakar. Dari semangat nak belajar puasa, terus singgah shell sebab lapar ??","@_Nazrih is not open to my kid's school. Pre -time is already x serve eating. The 6-7 year old boys are like shrimp. From the spirit of learning to fast, keep stopping for a shell because of hungry ??",open kid school pre time already x serve eating year old boy like shrimp spirit learning fast keep stopping shell hungry
22/3/2023,Dillydaly,@kthpeachwinter Food is important. Bukan hanya memberikan nutrient but also boost morale. Imagine bebudak lapar and hanya ur keropok lekor 2rm is offered.,@kthpeachwinter food is important. Not only does it give nutrient but also boost Morane. Imagine hungry children and only ur crackers 2RM is offered.,food important give nutrient also boost morane imagine hungry child ur cracker rm offered
22/3/2023,ena4wil,"Within 10 minutes, ksong susu mama dia ?? sian dia lapar tggu mama dia.. sbb tu la daffa mena belajar mnum guna btol.. so if mama and daddy kluat jenis x ingt rmh, daffa blh tahan lapa skit..","Within 10 minutes, Ksong milk dia ?? She was hungry for her mom .. as she was learning to learn how to use btol ..",within minute ksong milk dia hungry mom learning learn use btol
22/3/2023,JIJO FIGHTER??,@ellysukatido alah sama lah jijo gurau jer tu. awal pagi dekat malaysia ni mmg mcm ni lapar tapi tak leh nak makan ??,@ellysukatido is the same as Jijo jokes. Early morning near Malaysia mmg mcm is hungry but don't want to eat ??,jijo joke early morning near malaysia mmg mcm hungry dont want eat
22/3/2023,Maria Gultom,Kirain susah tidur karena Insomnia ternyata karena Lapar-_-,Kirain is difficult to sleep because insomnia turns out to be hungry -_-,kirain difficult sleep insomnia turn hungry
23/3/2023,DANIAL HAKIM,2kali dowh kena kejar ngn anjing time lari ptg tdi. Aq rase anjing pun puasa tu yg lapar nk gigit org??,2 times when it comes to chasing dogs time running away. Aq feel the dog fasting that hungry nk bite org ??,time come chasing dog time running away aq feel dog fasting hungry nk bite org
23/3/2023,Kalila ????,Berjaya habiskan puasa first day! Tak rasa lapar cuma dahaga. Makan mee goreng tambah 2 kali ??,Successfully finished the first day fast! Don't feel hungry just thirst. Eat fried noodles 2 times ??,successfully finished first day fast dont feel hungry thirst eat fried noodle time
23/3/2023,amir syarif siregar.,"@Harian_Jogja PATUNG DIANGGAP GANGGU ORANG PUASA?! PATUNG?! PATUUUUNG?! 

LEMAH KALI KADAR IMAN KALIAN. LIAT PATUNG BISA NGURANGIN PAHALA PUASA? ATAU LIAT PATUNG BISA NGEBUAT KALIAN LAPAR?! NGEBUAT KALIAN NAFSU?!

ASTAGA. CETEK BANGET ISLAMNYA. MALU!","@Harian_jogja statue is considered to interfere with fasting people?! Statue?! Patuuuung?!

Weak the rate of your faith. Can statue be able to reduce the reward of fasting? Or can the statue be hungry for you?! Do you have lust?!

Astagu. Shallow Islam. SHY!",statue considered interfere fasting people statue patuuuung weak rate faith statue able reduce reward fasting statue hungry lust astagu shallow islam shy
23/3/2023,SK,Habis pahala puasa aku yg mmg sikit je ni petang-petang ni. Dah la lapar yall,I have the reward of my fasting this evening. It's hungry yall,reward fasting evening hungry yall
23/3/2023,liana,"lapar boleh tahan lagi, dahaga tu tak tahan weh sumpah. ??","Hungry can withstand again, thirst can not be sworn. ??",hungry withstand thirst sworn
23/3/2023,Zack Grealish,Rm70 habis dekat bazaar. Bahayanya bila pergi time tgh lapar. Semoga esok lebih baik.,RM70 is out near the bazaar. The danger is when you go hungry time. Hope tomorrow is better.,rm near bazaar danger go hungry time hope tomorrow better
23/3/2023,?????????? ??????????,"Tak lapar tapi heartburn ?? sabar ye perut, lagi 3 jam je","Not hungry but heartburn ?? Patience ye stomach, another 3 hours",hungry heartburn patience ye stomach another hour
23/3/2023,Mommy Monsta,Tapi sy tak lapar. Cuma perut sy yg bunyi-bunyi ??,But I'm not hungry. Just my stomach sounds ??,im hungry stomach sound
23/3/2023,CikguFifaGaming,Tiba² lapar. Kedai apa sedap tengahari mcm ni yer. ????????,Suddenly hungry. What a delicious mcm mcm shop. ????????,suddenly hungry delicious mcm mcm shop
23/3/2023,terpaling paling,Belum terliur hhahha tak rasa lapar and haus lagi setakat ni.,Hahahha has not been hungry and thirsty yet.,hahahha hungry thirsty yet
23/3/2023,SATBINMAS POLRES BKL-SEL,"Selamat menunaikan ibadah puasa adiak sanak sekalian, sembari menahan haus dan lapar di siang hari jangan lupau tetap jagau Kamtibmas yang kondusif awu ????
@polda_bengkulu 
@polres_bengkulu_selatan 
@juda_tampubolon 
@judatampubolon 
#polripresisi
https://t.co/hMSMa8RGBZ","Happy to perform the fast of the fast -paced fasting, the thirsty and hungry during the day do not miss the conducive camel ????
@polda_bengkulu
@polres_bengkulu_selantan
@juda_tampubolon
@judatampubolon
#polripiation
https://t.co/hmsma8rgbz",happy perform fast fast paced fasting thirsty hungry day miss conducive camel
23/3/2023,Anis,Lain macam lapar first day puasa ni.,Another hungry for the first day of fasting.,another hungry first day fasting
23/3/2023,syimplos ??,Tak lapar cuma dahaga,Not hungry just thirst,hungry thirst
